prompt,completion,rouge-l
This hit,me like a ton of bricks. I was in{},0.0
That ice cold,water is a great way to cool down. {},0.0
Michelle Pfeiffer,", 60, is a stunning example of{}",0.0
That white gold,"is a mixture of gold and silver, while yellow{}",0.0
"This one, for them hood girls",. I'm not sure if I should{},0.0
Them good girls,". I'm a good girl, too{}",0.0
Straight masterpieces,. The 1970s were{},0.0
"Stylin’, while in","the 1980s, he was{}",0.25
Livin’ it up in the city,of angels. I’m not sure if{},0.0
Got Chucks on with Saint Laurent,I'm a sucker for the Saint{},0.2857142857142857
Got kiss myself I’m so pretty,I’m so pretty I can’t{},0.2857142857142857
I’m too hot (hot damn),I’m too hot (hot damn){},0.0
Called a police and a fireman,to help me. I was in a car{},0.125
I’m too hot (hot damn),I’m too hot (hot damn){},0.0
Make a dragon wanna retire man,. I'm not sure if I should{},0.2857142857142857
I’m too hot (hot damn),I’m too hot (hot damn){},0.16666666666666666
Say my name you know who I am,"I'm the one who knocks,{}",0.3333333333333333
I’m too hot (hot damn),I’m too hot (hot damn){},0.16666666666666666
Am I bad ’bout that money,? I’m bad ’bout that money{},0.0
Break it down,. The first step is to break down the{},0.0
Girls hit your hallelujah (whuoo),Girls hit your hallelujah ({},1.0
Girls hit your hallelujah (whuoo),Girls hit your hallelujah ({},1.0
Girls hit your hallelujah (whuoo),Girls hit your hallelujah ({},0.0
‘Cause Uptown Funk gon’ give it to you,Uptown Funk gon’ give{},1.0
‘Cause Uptown Funk gon’ give it to you,Uptown Funk gon’ give{},1.0
‘Cause Uptown Funk gon’ give it to you,Uptown Funk gon’ give{},0.0
Saturday night and we in the spot,". I'm in the spot, I{}",0.0
Don’t believe me just watch (come on),I’m not a fan of the “{},0.0
Don’t believe me just watch,. The first thing you’ll notice is{},0.0
Don’t believe me just watch,. The first thing you’ll notice is{},0.0
Don’t believe me just watch,. The first thing you’ll notice is{},0.0
Don’t believe me just watch,. The first thing you’ll notice is{},0.0
Don’t believe me just watch,. The first thing you’ll notice is{},0.0
"Hey, hey, hey, oh!","Hey, hey, hey! Oh,{}",0.0
Stop,""",                     ""type"": ""boolean{}",0.0
Wait a minute,". I'm not sure that the ""I{}",0.0
Fill my cup put some liquor in it,I'm gonna get drunk put some liquor{},0.0
"Take a sip, sign a check",", and support the cause. The 2{}",0.16666666666666666
Julio! Get the stretch!,” “I’m coming! I’{},0.0
"Ride to Harlem, Hollywood, Jackson, Mississippi",", and the South Side of Chicago. The{}",0.0
"If we show up, we gon’ show out",.” The 2019-{},0.0
Smoother than a fresh dry skippy,. The 2017 vintage was{},0.0
I’m too hot (hot damn),I’m too hot (hot damn){},0.0
Called a police and a fireman,. I'm not sure if it was{},0.2857142857142857
I’m too hot (hot damn),I’m too hot (hot damn){},0.0
Make a dragon wanna retire man,. I'm not sure if I should{},0.2857142857142857
I’m too hot (hot damn) (hot damn),(hot damn) I’m too hot{},0.16666666666666666
"Bitch, say my name you know who I am",. I'm the one who put you{},0.2857142857142857
I’m too hot (hot damn),I’m too hot (hot damn){},0.16666666666666666
Am I bad ’bout that money,? I’m bad ’bout that money{},0.0
Break it down,. The first step is to break down the{},0.0
