prompt,completion,rouge-l
This hit,me like a ton of bricks. I was so{},0.0
That ice cold,water is a great way to cool down and refresh{},0.0
Michelle Pfeiffer,) and her husband (Jeff Goldblum){},0.0
That white gold,"is a very rare metal, and it is not{}",0.0
"This one, for them hood girls",", them good girls straight out the gutter. For{}",0.375
Them good girls,", they never get in trouble. They never get{}",0.0
Straight masterpieces,"of the 20th century, the works of{}",0.0
"Stylin’, while in","the UK, the single was released on 3{}",0.125
Livin’ it up in the city,Livin’ it up in the city {},0.0
Got Chucks on with Saint Laurent,", and I’m ready to go. I’m{}",0.25
Got kiss myself I’m so pretty,"I’m so pretty, I’m so pretty{}",0.25
I’m too hot (hot damn),I’m too hot (hot damn) I’m{},0.0
Called a police and a fireman,", and they came and took him away. He{}",0.0
I’m too hot (hot damn),I’m too hot (hot damn) I’m{},0.0
Make a dragon wanna retire man,I'm a dragon wanna retire man I{},0.25
I’m too hot (hot damn),I’m too hot (hot damn) I’m{},0.125
Say my name you know who I am,I'm the one you want to be with{},0.2222222222222222
I’m too hot (hot damn),I’m too hot (hot damn) I’m{},0.125
Am I bad ’bout that money,", I’m bad ’bout that money I{}",0.0
Break it down,", and you’ll see that the first part of{}",0.0
Girls hit your hallelujah (whuoo),(whuoo) (whuoo){},0.5
Girls hit your hallelujah (whuoo),(whuoo) (whuoo){},0.5
Girls hit your hallelujah (whuoo),(whuoo) (whuoo){},0.0
‘Cause Uptown Funk gon’ give it to you,Uptown Funk gon’ give it to{},1.0
‘Cause Uptown Funk gon’ give it to you,Uptown Funk gon’ give it to{},1.0
‘Cause Uptown Funk gon’ give it to you,Uptown Funk gon’ give it to{},0.0
Saturday night and we in the spot,light We're the ones that they're talking{},0.0
Don’t believe me just watch (come on),” “Don’t believe me just watch (come{},0.8571428571428571
Don’t believe me just watch,the video below.{},0.0
Don’t believe me just watch,the video below.{},0.0
Don’t believe me just watch,the video below.{},0.0
Don’t believe me just watch,the video below.{},0.0
Don’t believe me just watch,the video below.{},0.0
"Hey, hey, hey, oh!","Hey, hey, hey, oh! Hey,{}",0.0
Stop,the presses! The New York Times has a new{},0.1111111111111111
Wait a minute,", I thought. I’m not a child.{}",0.0
Fill my cup put some liquor in it,Drink and drown all my troubles And it{},0.0
"Take a sip, sign a check",", and you’re in. It’s that easy{}",0.0
Julio! Get the stretch!,Get the stretch! Get the stretch! Get the{},0.0
"Ride to Harlem, Hollywood, Jackson, Mississippi",", and New Orleans, Louisiana, with the {}",0.0
"If we show up, we gon’ show out","We gon’ show up, we gon’{}",0.0
Smoother than a fresh dry skippy,", this is a great way to start the day{}",0.0
I’m too hot (hot damn),I’m too hot (hot damn) I’m{},0.0
Called a police and a fireman,", and they came and took him away. He{}",0.0
I’m too hot (hot damn),I’m too hot (hot damn) I’m{},0.0
Make a dragon wanna retire man,I'm a dragon wanna retire man I{},0.25
I’m too hot (hot damn) (hot damn),(hot damn) I’m too hot (hot{},0.14285714285714285
"Bitch, say my name you know who I am","I'm the one that you want, I{}",0.25
I’m too hot (hot damn),I’m too hot (hot damn) I’m{},0.125
Am I bad ’bout that money,", I’m bad ’bout that money I{}",0.0
Break it down,", and you’ll see that the first part of{}",0.0
Girls hit your hallelujah (whuoo),(whuoo) (whuoo){},0.5
Girls hit your hallelujah (whuoo),(whuoo) (whuoo){},0.5
Girls hit your hallelujah (whuoo),(whuoo) (whuoo){},0.0
‘Cause Uptown Funk gon’ give it to you,Uptown Funk gon’ give it to{},1.0
‘Cause Uptown Funk gon’ give it to you,Uptown Funk gon’ give it to{},1.0
‘Cause Uptown Funk gon’ give it to you,Uptown Funk gon’ give it to{},0.0
Saturday night and we in the spot,light We're the ones that they're talking{},0.0
Don’t believe me just watch (come on),” “Don’t believe me just watch (come{},0.8571428571428571
Don’t believe me just watch,the video below.{},0.0
Don’t believe me just watch,the video below.{},0.0
Don’t believe me just watch,the video below.{},0.0
Don’t believe me just watch,the video below.{},0.0
Don’t believe me just watch,the video below.{},0.0
"Hey, hey, hey, oh!","Hey, hey, hey, oh! Hey,{}",0.0
Before we leave,the subject of the _Bhagavad G{},0.0
Imma tell y’all a lil’ something,. I’m not a big fan of the word{},0.0
"Uptown Funk you up, Uptown Funk you up","Uptown Funk you up, Upt{}",0.8
"Uptown Funk you up, Uptown Funk you up","Uptown Funk you up, Upt{}",0.8
"I said Uptown Funk you up, Uptown Funk you up","Uptown Funk you up, Upt{}",0.8
"Uptown Funk you up, Uptown Funk you up","Uptown Funk you up, Upt{}",0.0
"Come on, dance","with me, baby. I want to see you{}",0.0
Jump on it,", and you’ll be able to get a free{}",0.1111111111111111
If you sexy than flaunt it,", if you're not sexy than hide it.{}",0.5
If you freaky than own it,. If you are a freaky person than you{},0.0
"Don’t brag about it, come show me",".” “Okay, I’ll show you,” he{}",0.0
"Come on, dance","with me, baby. I want to see you{}",0.0
Jump on it,", and you’ll be able to get a free{}",0.1111111111111111
If you sexy then flaunt it,If you're nasty then own it Don{},0.125
Well it’s Saturday night and we in the spot,light. We’re in the spotlight. We’re{},0.0
Don’t believe me just watch,the video below.{},0.0
Don’t believe me just watch,the video below.{},0.0
Don’t believe me just watch,the video below.{},0.0
Don’t believe me just watch,the video below.{},0.0
Don’t believe me just watch,the video below.{},0.0
Don’t believe me just watch,the video below.{},0.0
"Hey, hey, hey, oh!","Hey, hey, hey, oh! Hey,{}",0.0
"Uptown Funk you up, Uptown Funk you up (say whaa?!)","Uptown Funk you up, Uptown{}",1.0
"Uptown Funk you up, Uptown Funk you up","Uptown Funk you up, Upt{}",0.8
"Uptown Funk you up, Uptown Funk you up (say whaa?!)","Uptown Funk you up, Uptown{}",1.0
"Uptown Funk you up, Uptown Funk you up","Uptown Funk you up, Upt{}",0.8
"Uptown Funk you up, Uptown Funk you up (say whaa?!)","Uptown Funk you up, Uptown{}",1.0
"Uptown Funk you up, Uptown Funk you up","Uptown Funk you up, Upt{}",0.8
"Uptown Funk you up, Uptown Funk you up (say whaa?!)","Uptown Funk you up, Uptown{}",0.8
