prompt,completion,rouge-l
This hit,was a significant blow to the team's morale and,0.0
That ice cold,"night, the wind howled and the snowfl",0.0
Michelle Pfeiffer,是一位备受尊敬和赞赏的女演员，以其,0
That white gold,在阳光下闪闪发光，仿佛是大自然最,0
"This one, for them hood girls",are not the only ones who can be seen as,0.0
Them good girls,"are always ready to help and support each other,",0.0
Straight masterpieces,直立大师作曲家们的作品，以其,0
"Stylin’, while in","a state of being, is not just about the",0.1111111111111111
Livin’ it up in the city,"and living life to the fullest, no matter where",0.0
Got Chucks on with Saint Laurent,It's not uncommon for celebrities to have their own,0.0
Got kiss myself I’m so pretty,I'm glad you found my appearance to be quite,0.2
I’m too hot (hot damn),"It's not my fault, I'm just feeling",0.0
Called a police and a fireman,"to assist in the rescue of the injured person,",0.0
I’m too hot (hot damn),"It's not my fault, I'm just feeling",0.0
Make a dragon wanna retire man,"The dragon, with its majestic form and powerful aura",0.0
I’m too hot (hot damn),"It's not my fault, I'm just feeling",0.2222222222222222
Say my name you know who I am,"Sure, I understand that you want to say your",0.1111111111111111
I’m too hot (hot damn),"It's not my fault, I'm just feeling",0.1111111111111111
Am I bad ’bout that money,I'm not sure if it's the right thing,0.1
Break it down,当然可以，我可以帮你分解这个句子。请问,0
Girls hit your hallelujah (whuoo),"""Girls, you're hitting the halleluj",0.3333333333333333
Girls hit your hallelujah (whuoo),"""Girls, you're hitting the halleluj",0.3333333333333333
Girls hit your hallelujah (whuoo),"""Girls, you're hitting the halleluj",0.16666666666666666
‘Cause Uptown Funk gon’ give it to you,"and the rest of the world, and they'll",0.0
‘Cause Uptown Funk gon’ give it to you,"and the rest of the world, and they'll",0.0
‘Cause Uptown Funk gon’ give it to you,"and the rest of the world, and they'll",0.2222222222222222
Saturday night and we in the spot,"were all excited to see each other, eager to",0.0
Don’t believe me just watch (come on),watch it!,0.5
Don’t believe me just watch,it!,0.0
Don’t believe me just watch,it!,0.0
Don’t believe me just watch,it!,0.0
Don’t believe me just watch,it!,0.0
Don’t believe me just watch,it!,0.0
"Hey, hey, hey, oh!","Oh, how exciting to be here with you!",0.0
Stop,"I'm sorry, but I can't continue the",0.0
Wait a minute,Please wait a moment.,0.0
Fill my cup put some liquor in it,"Sure, I can help you with that! To",0.0
"Take a sip, sign a check",And then proceed to pay the bill and sign the,0.1
Julio! Get the stretch!,"""Get the stretch!""",0.0
"Ride to Harlem, Hollywood, Jackson, Mississippi","and finally, you'll find yourself in the heart",0.0
"If we show up, we gon’ show out",We'll be ready to take on whatever challenges come,0.0
Smoother than a fresh dry skippy,"and the breeze that whispers through the trees, gently",0.0
I’m too hot (hot damn),"It's not my fault, I'm just feeling",0.0
Called a police and a fireman,"to assist in the rescue of the injured person,",0.0
I’m too hot (hot damn),"It's not my fault, I'm just feeling",0.0
