prompt,completion,rouge-l
This hit,This hit the headlines as a major breakthrough in the,0.0
That ice cold,That ice-cold drink on a hot day is,0.0
Michelle Pfeiffer,在她的演艺生涯中，Michelle Pfeiffer,0.0
That white gold,That white gold ring is not only a symbol of,0.0
"This one, for them hood girls","This one, for the hood girls, is a",0.125
Them good girls,are often the first to stand up for what is,0.0
Straight masterpieces,of literature and art have been created with a straight,0.0
"Stylin’, while in","Stylin', while in the midst of a",0.2857142857142857
Livin’ it up in the city,", I'm dancing under the neon lights, feeling",0.0
Got Chucks on with Saint Laurent,你选择了一种非常有个性的混搭,0
Got kiss myself I’m so pretty,虽然我可能需要吻一下自己确认，但我,0
I’m too hot (hot damn),I wish I could find a way to cool down,0.1
Called a police and a fireman,", the emergency services were quickly dispatched to the scene",0.0
I’m too hot (hot damn),I wish I could find a way to cool down,0.1
Make a dragon wanna retire man,"""Make a dragon wanna retire man, it must",0.0
I’m too hot (hot damn),I wish I could find a way to cool down,0.1
Say my name you know who I am,"Say my name, you know who I am,",0.125
I’m too hot (hot damn),I wish I could find a way to cool down,0.1
Am I bad ’bout that money,It seems like you're questioning your relationship with money,0.1
Break it down,"当你被要求""break it down""时，",0.0
Girls hit your hallelujah (whuoo),"Girls, let your spirits soar high, With every",0.25
Girls hit your hallelujah (whuoo),"Girls, let your spirits soar high, With every",0.25
Girls hit your hallelujah (whuoo),"Girls, let your spirits soar high, With every",0.0
‘Cause Uptown Funk gon’ give it to you,"'Cause ""Uptown Funk"" is going",0.6
‘Cause Uptown Funk gon’ give it to you,"'Cause ""Uptown Funk"" is going",0.6
‘Cause Uptown Funk gon’ give it to you,"'Cause ""Uptown Funk"" is going",0.0
Saturday night and we in the spot,"Saturday night, and we're in the spot,",0.0
Don’t believe me just watch (come on),"Don't believe me just watch (come on),",0.75
Don’t believe me just watch,Don't believe me just watch; let the actions,0.6666666666666666
Don’t believe me just watch,Don't believe me just watch; let the actions,0.6666666666666666
Don’t believe me just watch,Don't believe me just watch; let the actions,0.6666666666666666
Don’t believe me just watch,Don't believe me just watch; let the actions,0.6666666666666666
Don’t believe me just watch,Don't believe me just watch; let the actions,0.0
"Hey, hey, hey, oh!","Hey, hey, hey, oh! It's",0.0
Stop,"Stop means to cease or halt an action, process",0.0
Wait a minute,，让我先整理一下思路。稍等片刻,0
Fill my cup put some liquor in it,"Sure, I will fill your cup with the desired",0.0
"Take a sip, sign a check","After taking a sip, it's time to sign",0.0
Julio! Get the stretch!,Julio! Get the stretch! It's time,0.0
"Ride to Harlem, Hollywood, Jackson, Mississippi","Ride to Harlem, where the vibrant culture and",0.0
"If we show up, we gon’ show out","If we show up, we gon' show out",0.0
Smoother than a fresh dry skippy,", the surface of the newly polished marble reflected the",0.0
I’m too hot (hot damn),I wish I could find a way to cool down,0.1
Called a police and a fireman,", the emergency services were quickly dispatched to the scene",0.0
I’m too hot (hot damn),I wish I could find a way to cool down,0.1
Make a dragon wanna retire man,"""Make a dragon wanna retire man, it must",0.0
I’m too hot (hot damn) (hot damn),"I'm melting under this heat, feeling like I",0.1111111111111111
"Bitch, say my name you know who I am","Sorry, but I can't assist with that.",0.125
I’m too hot (hot damn),I wish I could find a way to cool down,0.1
Am I bad ’bout that money,It seems like you're questioning your relationship with money,0.1
Break it down,"当你被要求""break it down""时，",0.0
Girls hit your hallelujah (whuoo),"Girls, let your spirits soar high, With every",0.25
Girls hit your hallelujah (whuoo),"Girls, let your spirits soar high, With every",0.25
Girls hit your hallelujah (whuoo),"Girls, let your spirits soar high, With every",0.0
‘Cause Uptown Funk gon’ give it to you,"'Cause ""Uptown Funk"" is going",0.6
‘Cause Uptown Funk gon’ give it to you,"'Cause ""Uptown Funk"" is going",0.6
‘Cause Uptown Funk gon’ give it to you,"'Cause ""Uptown Funk"" is going",0.0
Saturday night and we in the spot,"Saturday night, and we're in the spot,",0.0
Don’t believe me just watch (come on),"Don't believe me just watch (come on),",0.75
Don’t believe me just watch,Don't believe me just watch; let the actions,0.6666666666666666
Don’t believe me just watch,Don't believe me just watch; let the actions,0.6666666666666666
Don’t believe me just watch,Don't believe me just watch; let the actions,0.6666666666666666
Don’t believe me just watch,Don't believe me just watch; let the actions,0.6666666666666666
Don’t believe me just watch,Don't believe me just watch; let the actions,0.0
"Hey, hey, hey, oh!","Hey, hey, hey, oh! It's",0.0
Before we leave,", let's make sure we have packed all our",0.1111111111111111
Imma tell y’all a lil’ something,关于这个话题，我有一些小秘密想要分享,0
"Uptown Funk you up, Uptown Funk you up","Uptown Funk you up, with its catchy",0.5714285714285714
"Uptown Funk you up, Uptown Funk you up","Uptown Funk you up, with its catchy",0.5714285714285714
"I said Uptown Funk you up, Uptown Funk you up","I said Uptown Funk you up, U",0.5714285714285714
"Uptown Funk you up, Uptown Funk you up","Uptown Funk you up, with its catchy",0.0
"Come on, dance",Sure! Let's get the rhythm going and have,0.0
Jump on it,一旦有机会或任务出现，你应该立即抓住它,0
If you sexy than flaunt it,", but do so with confidence and class. Remember",0.0
If you freaky than own it,，如果你觉得自己的行为或者个性与众不同，那就,0
