prompt,completion,rouge-l
This hit,This hit song has been topping the charts for weeks,0.0
That ice cold,That ice-cold sensation sent shivers down his,0.0
Michelle Pfeiffer,"Michelle Pfeiffer, the acclaimed American actress and",0.0
That white gold,"That white gold, often referred to as platinum or",0.0
"This one, for them hood girls","This one, for them hood girls, the ones",0.25
Them good girls,"Them good girls, they always seem to find a",0.0
Straight masterpieces,"Straight masterpieces, often characterized by their clean lines",0.0
"Stylin’, while in","Stylin’, while in the midst of a",0.2857142857142857
Livin’ it up in the city,"Livin' it up in the city, under",0.0
Got Chucks on with Saint Laurent,"Got Chucks on with Saint Laurent,  a",0.14285714285714285
Got kiss myself I’m so pretty,"Got to kiss myself I'm so pretty, I",0.2222222222222222
I’m too hot (hot damn),"I'm too hot, hot damn, I need",0.0
Called a police and a fireman,Called a police officer and a fireman to the,0.0
I’m too hot (hot damn),"I'm too hot, hot damn, I need",0.0
Make a dragon wanna retire man,"Make a dragon wanna retire, man, It takes",0.0
I’m too hot (hot damn),"I'm too hot, hot damn, I need",0.125
Say my name you know who I am,"Say my name, you know who I am,",0.125
I’m too hot (hot damn),"I'm too hot, hot damn, I need",0.125
Am I bad ’bout that money,"Yes, you might be considered ""bad 'bout",0.0
Break it down,"""Break it down"" 这个短语",0.0
Girls hit your hallelujah (whuoo),"Girls hit your hallelujah, (wh",0.8
Girls hit your hallelujah (whuoo),"Girls hit your hallelujah, (wh",0.8
Girls hit your hallelujah (whuoo),"Girls hit your hallelujah, (wh",0.0
‘Cause Uptown Funk gon’ give it to you,'Cause Uptown Funk gon’ give it,1.0
‘Cause Uptown Funk gon’ give it to you,'Cause Uptown Funk gon’ give it,1.0
‘Cause Uptown Funk gon’ give it to you,'Cause Uptown Funk gon’ give it,0.0
Saturday night and we in the spot,"Saturday night and we in the spot, Living life",0.0
Don’t believe me just watch (come on),"Don’t believe me, just watch (come on",0.75
Don’t believe me just watch,"Don’t believe me, just watch as the sun",0.6666666666666666
Don’t believe me just watch,"Don’t believe me, just watch as the sun",0.6666666666666666
Don’t believe me just watch,"Don’t believe me, just watch as the sun",0.6666666666666666
Don’t believe me just watch,"Don’t believe me, just watch as the sun",0.6666666666666666
Don’t believe me just watch,"Don’t believe me, just watch as the sun",0.0
"Hey, hey, hey, oh!","Hey, hey, hey, oh! Let's",0.0
Stop,你的请求似乎被截断了，你想要,0
Wait a minute,", let me check that for you. I need",0.0
Fill my cup put some liquor in it,"Sure, here's a continuation:  ""Fill my",0.14285714285714285
"Take a sip, sign a check",", and seal the deal; in life's game",0.125
Julio! Get the stretch!,"Julio, hurry up and get the stretch!",0.0
"Ride to Harlem, Hollywood, Jackson, Mississippi","Sure, here is a continuation:  Ride to",0.0
"If we show up, we gon’ show out","If we show up, we gon' show out",0.0
Smoother than a fresh dry skippy,"Smoother than a fresh dry Skippy,",0.0
I’m too hot (hot damn),"I'm too hot, hot damn, I need",0.0
Called a police and a fireman,Called a police officer and a fireman to the,0.0
I’m too hot (hot damn),"I'm too hot, hot damn, I need",0.0
Make a dragon wanna retire man,"Make a dragon wanna retire, man, It takes",0.0
I’m too hot (hot damn) (hot damn),"I'm too hot, hot damn, hot damn",0.125
"Bitch, say my name you know who I am","I'm sorry, but I can't assist with",0.2222222222222222
I’m too hot (hot damn),"I'm too hot, hot damn, I need",0.125
Am I bad ’bout that money,"Yes, you might be considered ""bad 'bout",0.0
Break it down,"""Break it down"" 这个短语",0.0
Girls hit your hallelujah (whuoo),"Girls hit your hallelujah, (wh",0.8
Girls hit your hallelujah (whuoo),"Girls hit your hallelujah, (wh",0.8
Girls hit your hallelujah (whuoo),"Girls hit your hallelujah, (wh",0.0
‘Cause Uptown Funk gon’ give it to you,'Cause Uptown Funk gon’ give it,1.0
‘Cause Uptown Funk gon’ give it to you,'Cause Uptown Funk gon’ give it,1.0
‘Cause Uptown Funk gon’ give it to you,'Cause Uptown Funk gon’ give it,0.0
Saturday night and we in the spot,"Saturday night and we in the spot, Living life",0.0
Don’t believe me just watch (come on),"Don’t believe me, just watch (come on",0.75
Don’t believe me just watch,"Don’t believe me, just watch as the sun",0.6666666666666666
Don’t believe me just watch,"Don’t believe me, just watch as the sun",0.6666666666666666
Don’t believe me just watch,"Don’t believe me, just watch as the sun",0.6666666666666666
Don’t believe me just watch,"Don’t believe me, just watch as the sun",0.6666666666666666
Don’t believe me just watch,"Don’t believe me, just watch as the sun",0.0
"Hey, hey, hey, oh!","Hey, hey, hey, oh! Let's",0.0
Before we leave,"Before we leave, let's make sure we've",0.0
Imma tell y’all a lil’ something,Imma tell y’all a lil’ something ',0.0
"Uptown Funk you up, Uptown Funk you up","Uptown Funk you up, Uptown",1.0
"Uptown Funk you up, Uptown Funk you up","Uptown Funk you up, Uptown",1.0
"I said Uptown Funk you up, Uptown Funk you up","I said Uptown Funk you up, U",0.5714285714285714
"Uptown Funk you up, Uptown Funk you up","Uptown Funk you up, Uptown",0.0
"Come on, dance","with me under the shimmering moonlight, where",0.0
Jump on it,"""Jump on it, while the opportunity is still",0.125
If you sexy than flaunt it,"If you're blessed with charm and grace, let",0.2222222222222222
If you freaky than own it,"If you're freaky, then own it;",0.14285714285714285
"Don’t brag about it, come show me","""Don’t just talk about your achievements, let your",0.0
"Come on, dance","with me under the shimmering moonlight, where",0.0
Jump on it,"Jump on it, seize the opportunity while it's",0.1111111111111111
If you sexy then flaunt it,"If you're sexy then flaunt it, let",0.125
Well it’s Saturday night and we in the spot,"Well, it's Saturday night and we're in",0.0
Don’t believe me just watch,"Don’t believe me, just watch as the sun",0.6666666666666666
Don’t believe me just watch,"Don’t believe me, just watch as the sun",0.6666666666666666
Don’t believe me just watch,"Don’t believe me, just watch as the sun",0.6666666666666666
Don’t believe me just watch,"Don’t believe me, just watch as the sun",0.6666666666666666
Don’t believe me just watch,"Don’t believe me, just watch as the sun",0.6666666666666666
Don’t believe me just watch,"Don’t believe me, just watch as the sun",0.0
"Hey, hey, hey, oh!","Hey, hey, hey, oh! Let's",0.0
"Uptown Funk you up, Uptown Funk you up (say whaa?!)","Uptown Funk you up, Uptown",1.0
"Uptown Funk you up, Uptown Funk you up","Uptown Funk you up, Uptown",1.0
"Uptown Funk you up, Uptown Funk you up (say whaa?!)","Uptown Funk you up, Uptown",1.0
"Uptown Funk you up, Uptown Funk you up","Uptown Funk you up, Uptown",1.0
"Uptown Funk you up, Uptown Funk you up (say whaa?!)","Uptown Funk you up, Uptown",1.0
"Uptown Funk you up, Uptown Funk you up","Uptown Funk you up, Uptown",1.0
"Uptown Funk you up, Uptown Funk you up (say whaa?!)","Uptown Funk you up, Uptown",0.8
