prompt,completion,rouge-l
This hit,the mark. I’m not sure if{},0.0
That ice cold,water is a great way to wake up and{},0.0
Michelle Pfeiffer,", and the late Robin Williams. The film{}",0.0
That white gold,"is a very soft metal, and it is very{}",0.0
"This one, for them hood girls",", is a must-have. The {}",0.0
Them good girls,", they're so hard to find. {}",0.0
Straight masterpieces,. The 1970s were{},0.0
"Stylin’, while in","the 1990s, he was{}",0.25
Livin’ it up in the city,"I’m just a small town girl,{}",0.0
Got Chucks on with Saint Laurent,The Chuck Taylor All Star is a classic{},0.0
Got kiss myself I’m so pretty,. I’m so pretty. I{},0.4
I’m too hot (hot damn),I’m too hot (hot damn{},0.0
Called a police and a fireman,. They came and took the body away. {},0.0
I’m too hot (hot damn),I’m too hot (hot damn{},0.0
Make a dragon wanna retire man,. I'm not sure if I'{},0.3333333333333333
I’m too hot (hot damn),I’m too hot (hot damn{},0.16666666666666666
Say my name you know who I am,. I'm a man of the people{},0.2857142857142857
I’m too hot (hot damn),I’m too hot (hot damn{},0.16666666666666666
Am I bad ’bout that money,"? I’m a bad bitch,{}",0.0
Break it down,into smaller steps. 2. Make a plan{},0.0
Girls hit your hallelujah (whuoo),I'm a little bit of a mess{},0.0
Girls hit your hallelujah (whuoo),I'm a little bit of a mess{},0.0
Girls hit your hallelujah (whuoo),I'm a little bit of a mess{},0.0
‘Cause Uptown Funk gon’ give it to you,. I’m gonna give it to{},0.5
‘Cause Uptown Funk gon’ give it to you,. I’m gonna give it to{},0.5
‘Cause Uptown Funk gon’ give it to you,. I’m gonna give it to{},0.0
Saturday night and we in the spot,light. The first half was a bit of{},0.0
Don’t believe me just watch (come on),I’m a bad girl and I know{},0.0
Don’t believe me just watch,the video below. The video is a little{},0.0
Don’t believe me just watch,the video below. The video is a little{},0.0
Don’t believe me just watch,the video below. The video is a little{},0.0
Don’t believe me just watch,the video below. The video is a little{},0.0
Don’t believe me just watch,the video below. The video is a little{},0.0
"Hey, hey, hey, oh!","I'm a little bit crazy,{}",0.0
Stop,the Presses! The New York Times has{},0.0
Wait a minute,", I thought you were a man of the cloth{}",0.0
Fill my cup put some liquor in it,. I'm gonna sit right here{},0.0
