prompt,completion,rouge-l
This hit,"me hard. I was a young man, and{}",0.0
That ice cold,water is a great way to cool down on a{},0.0
Michelle Pfeiffer,", 62, looks half her age in a{}",0.0
That white gold,is a good choice for engagement rings is a fact{},0.1
"This one, for them hood girls","Livin' in the hood, where I{}",0.0
Them good girls,", they don’t do that. They don’t{}",0.0
Straight masterpieces,"of the 20th century, the works of{}",0.0
"Stylin’, while in","the UK, the song was released as a double{}",0.1111111111111111
Livin’ it up in the city,Got Chucks on with Saint Laurent Got{},0.8571428571428571
Got Chucks on with Saint Laurent,"I'm a fashion killa, and I{}",0.2857142857142857
Got kiss myself I’m so pretty,I’m on my way to heaven I{},0.25
I’m too hot (hot damn),/ Call the police and the fireman / I{},0.5714285714285714
Called a police and a fireman,I can't get no relief I can{},0.125
I’m too hot (hot damn),/ Call the police and the fireman / I{},0.0
Make a dragon wanna retire man,"I'm tired of fire, and I gotta{}",0.25
I’m too hot (hot damn),/ Call the police and the fireman / I{},0.14285714285714285
Say my name you know who I am,Am I good enough for your love? Am{},0.125
I’m too hot (hot damn),/ Call the police and the fireman / I{},0.14285714285714285
Am I bad ’bout that money,"? (No) I’m a bad bitch,{}",0.0
Break it down,"for me, please. I’m not a math{}",0.0
Girls hit your hallelujah (whuoo),Girls hit your hallelujah (whu{},0.8
Girls hit your hallelujah (whuoo),Girls hit your hallelujah (whu{},0.8
Girls hit your hallelujah (whuoo),Girls hit your hallelujah (whu{},0.0
‘Cause Uptown Funk gon’ give it to you,Saturday night and we in the spot Don{},0.0
‘Cause Uptown Funk gon’ give it to you,Saturday night and we in the spot Don{},0.0
‘Cause Uptown Funk gon’ give it to you,Saturday night and we in the spot Don{},0.875
Saturday night and we in the spot,"Don't believe me, just watch (come{}",1.0
Don’t believe me just watch (come on),” The song is a great example of the band{},0.0
Don’t believe me just watch,.{},0
Don’t believe me just watch,.{},0
Don’t believe me just watch,.{},0
Don’t believe me just watch,.{},0
Don’t believe me just watch,.{},0
"Hey, hey, hey, oh!","Hey, hey, hey, oh! Hey,{}",0.0
Stop,the presses! The New York Times has discovered that{},0.0
Wait a minute,", I thought you said you were going to be{}",0.0
Fill my cup put some liquor in it,"Take a sip, sign the check R{}",0.7142857142857143
"Take a sip, sign a check",", and you're on your way. The best{}",0.125
Julio! Get the stretch!,Get the stretch! Get the stretch! Get the{},0.0
"Ride to Harlem, Hollywood, Jackson, Mississippi",", and Chicago. Ride to Washington, D.C{}",0.0
"If we show up, we gon’ show out","Smoky part, smoky part, pass{}",0.0
Smoother than a fresh dry skippy,on a hot summer day.{},0.2
I’m too hot (hot damn),/ Call the police and the fireman / I{},0.5714285714285714
Called a police and a fireman,I can't get no relief I can{},0.125
I’m too hot (hot damn),/ Call the police and the fireman / I{},0.0
Make a dragon wanna retire man,"I'm tired of fire, and I gotta{}",0.25
I’m too hot (hot damn) (hot damn),(hot damn) (hot damn) (hot{},0.0
"Bitch, say my name you know who I am",I'm the one that's gonna make you{},0.2222222222222222
I’m too hot (hot damn),/ Call the police and the fireman / I{},0.14285714285714285
Am I bad ’bout that money,"? (No) I’m a bad bitch,{}",0.0
Break it down,"for me, please. I’m not a math{}",0.0
Girls hit your hallelujah (whuoo),Girls hit your hallelujah (whu{},0.8
Girls hit your hallelujah (whuoo),Girls hit your hallelujah (whu{},0.8
Girls hit your hallelujah (whuoo),Girls hit your hallelujah (whu{},0.0
‘Cause Uptown Funk gon’ give it to you,Saturday night and we in the spot Don{},0.0
‘Cause Uptown Funk gon’ give it to you,Saturday night and we in the spot Don{},0.0
‘Cause Uptown Funk gon’ give it to you,Saturday night and we in the spot Don{},0.875
Saturday night and we in the spot,"Don't believe me, just watch (come{}",1.0
Don’t believe me just watch (come on),” The song is a great example of the band{},0.0
Don’t believe me just watch,.{},0
Don’t believe me just watch,.{},0
Don’t believe me just watch,.{},0
Don’t believe me just watch,.{},0
Don’t believe me just watch,.{},0
"Hey, hey, hey, oh!","Hey, hey, hey, oh! Hey,{}",0.0
Before we leave,"the subject of the _Meno_, we should{}",0.0
Imma tell y’all a lil’ something,"about me I’m a real nigga,{}",0.0
"Uptown Funk you up, Uptown Funk you up","Uptown Funk you up, Upt{}",0.8
"Uptown Funk you up, Uptown Funk you up","Uptown Funk you up, Upt{}",0.8
"I said Uptown Funk you up, Uptown Funk you up","Uptown Funk you up, Upt{}",0.8
"Uptown Funk you up, Uptown Funk you up","Uptown Funk you up, Upt{}",0.0
"Come on, dance","with me, baby Come on, dance with{}",0.14285714285714285
Jump on it,", jump on it, jump on it, jump{}",0.14285714285714285
If you sexy than flaunt it,", if you got it than flaunt it,{}",0.5714285714285714
If you freaky than own it,", don’t let them say it If you{}",0.375
"Don’t brag about it, come show me",".” “Okay, I’ll be there in a{}",0.0
"Come on, dance","with me, baby Come on, dance with{}",0.14285714285714285
Jump on it,", jump on it, jump on it, jump{}",0.14285714285714285
If you sexy then flaunt it,", if you got a big butt then put a{}",0.0
Well it’s Saturday night and we in the spot,"Don’t stop, get it, get it{}",0.2857142857142857
Don’t believe me just watch,.{},0
Don’t believe me just watch,.{},0
Don’t believe me just watch,.{},0
Don’t believe me just watch,.{},0
Don’t believe me just watch,.{},0
Don’t believe me just watch,.{},0
"Hey, hey, hey, oh!","Hey, hey, hey, oh! Hey,{}",0.0
"Uptown Funk you up, Uptown Funk you up (say whaa?!)","Uptown Funk you up, Uptown{}",1.0
"Uptown Funk you up, Uptown Funk you up","Uptown Funk you up, Upt{}",0.8
"Uptown Funk you up, Uptown Funk you up (say whaa?!)","Uptown Funk you up, Uptown{}",1.0
"Uptown Funk you up, Uptown Funk you up","Uptown Funk you up, Upt{}",0.8
"Uptown Funk you up, Uptown Funk you up (say whaa?!)","Uptown Funk you up, Uptown{}",1.0
"Uptown Funk you up, Uptown Funk you up","Uptown Funk you up, Upt{}",0.8
"Uptown Funk you up, Uptown Funk you up (say whaa?!)","Uptown Funk you up, Uptown{}",0.8
