prompt,completion,rouge-l
This hit,the news and the media went crazy. {},0.0
That ice cold,water is a great way to wake up in{},0.0
Michelle Pfeiffer,", and the late, great Robin Williams. {}",0.0
That white gold,is a very good choice for a wedding ring{},0.1111111111111111
"This one, for them hood girls",", is a must-have. The {}",0.0
Them good girls,", they are. I'm not sure{}",0.0
Straight masterpieces,. The first of these is the 1{},0.0
"Stylin’, while in","the 1990s, he was{}",0.25
Livin’ it up in the city,of angels. I’m a big{},0.0
Got Chucks on with Saint Laurent,Jeans The 2014 MTV{},0.0
Got kiss myself I’m so pretty,. I’m so pretty. I{},0.4
I’m too hot (hot damn),Call the police and the fireman I{},0.5714285714285714
Called a police and a fireman,". The police came and said, ""You{}",0.0
I’m too hot (hot damn),Call the police and the fireman I{},0.0
Make a dragon wanna retire man,I'm on the block like a light{},0.25
I’m too hot (hot damn),Call the police and the fireman I{},0.14285714285714285
Say my name you know who I am,I'm the one who makes you laugh{},0.25
I’m too hot (hot damn),Call the police and the fireman I{},0.14285714285714285
Am I bad ’bout that money,"? I’m a bad bitch,{}",0.0
Break it down,into smaller goals. If you want to lose{},0.0
Girls hit your hallelujah (whuoo),"I'm a bad girl, your a{}",0.2857142857142857
Girls hit your hallelujah (whuoo),"I'm a bad girl, your a{}",0.2857142857142857
Girls hit your hallelujah (whuoo),"I'm a bad girl, your a{}",0.0
‘Cause Uptown Funk gon’ give it to you,Saturday night and we’re gonna funk{},0.14285714285714285
‘Cause Uptown Funk gon’ give it to you,Saturday night and we’re gonna funk{},0.14285714285714285
‘Cause Uptown Funk gon’ give it to you,Saturday night and we’re gonna funk{},0.5714285714285714
Saturday night and we in the spot,light I'm in the spotlight {},0.0
Don’t believe me just watch (come on),"I’m the new Sinatra, and{}",0.0
Don’t believe me just watch,. The 2016-1{},0.0
Don’t believe me just watch,. The 2016-1{},0.0
Don’t believe me just watch,. The 2016-1{},0.0
Don’t believe me just watch,. The 2016-1{},0.0
Don’t believe me just watch,. The 2016-1{},0.0
"Hey, hey, hey, oh!","I'm gonna make you mine,{}",0.0
Stop,"the War Coalition, the Campaign for{}",0.0
Wait a minute,", I thought. I’m not a writer{}",0.0
Fill my cup put some liquor in it,Fill my cup put some liquor in it{},0.0
"Take a sip, sign a check",", and you’re done. But what{}",0.0
Julio! Get the stretch!,I’m not sure what the hell is{},0.0
"Ride to Harlem, Hollywood, Jackson, Mississippi",", and the White House. The book is{}",0.0
"If we show up, we gon’ show out",. I’m not sure if I’{},0.0
Smoother than a fresh dry skippy,peanut butter jar. I'{},0.25
I’m too hot (hot damn),Call the police and the fireman I{},0.5714285714285714
Called a police and a fireman,". The police came and said, ""You{}",0.0
I’m too hot (hot damn),Call the police and the fireman I{},0.0
Make a dragon wanna retire man,I'm on the block like a light{},0.25
I’m too hot (hot damn) (hot damn),Call the police and the fireman (fire{},0.0
"Bitch, say my name you know who I am",I'm the one that's got{},0.2857142857142857
I’m too hot (hot damn),Call the police and the fireman I{},0.14285714285714285
Am I bad ’bout that money,"? I’m a bad bitch,{}",0.0
Break it down,into smaller goals. If you want to lose{},0.0
Girls hit your hallelujah (whuoo),"I'm a bad girl, your a{}",0.2857142857142857
Girls hit your hallelujah (whuoo),"I'm a bad girl, your a{}",0.2857142857142857
Girls hit your hallelujah (whuoo),"I'm a bad girl, your a{}",0.0
‘Cause Uptown Funk gon’ give it to you,Saturday night and we’re gonna funk{},0.14285714285714285
‘Cause Uptown Funk gon’ give it to you,Saturday night and we’re gonna funk{},0.14285714285714285
‘Cause Uptown Funk gon’ give it to you,Saturday night and we’re gonna funk{},0.5714285714285714
Saturday night and we in the spot,light I'm in the spotlight {},0.0
Don’t believe me just watch (come on),"I’m the new Sinatra, and{}",0.0
Don’t believe me just watch,. The 2016-1{},0.0
Don’t believe me just watch,. The 2016-1{},0.0
Don’t believe me just watch,. The 2016-1{},0.0
Don’t believe me just watch,. The 2016-1{},0.0
Don’t believe me just watch,. The 2016-1{},0.0
"Hey, hey, hey, oh!","I'm gonna make you mine,{}",0.0
Before we leave,", I want to make sure you understand that I{}",0.0
Imma tell y’all a lil’ something,about me. I’m a very private person{},0.0
"Uptown Funk you up, Uptown Funk you up",", Uptown Funk you up, U{}",0.8
"Uptown Funk you up, Uptown Funk you up",", Uptown Funk you up, U{}",0.8
"I said Uptown Funk you up, Uptown Funk you up",", Uptown Funk you up, U{}",0.8
"Uptown Funk you up, Uptown Funk you up",", Uptown Funk you up, U{}",0.0
"Come on, dance",with me. I'm not a dan{},0.0
Jump on it,. The 2018-1{},0.0
If you sexy than flaunt it,. I'm not sure if I'{},0.16666666666666666
If you freaky than own it,. I’m not sure if I’{},0.0
"Don’t brag about it, come show me",. I’m not saying that I’{},0.0
"Come on, dance",with me. I'm not a dan{},0.0
Jump on it,. The 2018-1{},0.0
If you sexy then flaunt it,. If you got it then flaunt it.{},0.14285714285714285
Well it’s Saturday night and we in the spot,Don’t believe me just watch (come{},0.8571428571428571
Don’t believe me just watch,. The 2016-1{},0.0
Don’t believe me just watch,. The 2016-1{},0.0
Don’t believe me just watch,. The 2016-1{},0.0
Don’t believe me just watch,. The 2016-1{},0.0
Don’t believe me just watch,. The 2016-1{},0.0
Don’t believe me just watch,. The 2016-1{},0.0
"Hey, hey, hey, oh!","I'm gonna make you mine,{}",0.16666666666666666
"Uptown Funk you up, Uptown Funk you up (say whaa?!)","Uptown Funk you up, U{}",0.8
"Uptown Funk you up, Uptown Funk you up",", Uptown Funk you up, U{}",0.8
"Uptown Funk you up, Uptown Funk you up (say whaa?!)","Uptown Funk you up, U{}",0.8
"Uptown Funk you up, Uptown Funk you up",", Uptown Funk you up, U{}",0.8
"Uptown Funk you up, Uptown Funk you up (say whaa?!)","Uptown Funk you up, U{}",0.8
"Uptown Funk you up, Uptown Funk you up",", Uptown Funk you up, U{}",0.8
"Uptown Funk you up, Uptown Funk you up (say whaa?!)","Uptown Funk you up, U{}",0.8
