prompt,completion,rouge-l
Coming out of my cage,", I was ready to fight. I was ready{}",0.125
And I been doing just fine,. I'm not a big fan of{},0.0
Gotta gotta be down,with the kids. I'm not{},0.16666666666666666
Because I want it all,. I want to be a writer. I{},0.14285714285714285
It started out with a kiss,", and ended with a kiss. I'{}",0.16666666666666666
How did it end up like this,? I think it’s a combination of{},0.2857142857142857
It was only a kiss,", but it was a kiss that had been a{}",0.4444444444444444
It was only a kiss,", but it was a kiss that had been a{}",0.0
Now I falling asleep,. I'm not sure if I'{},0.0
And she calling a cab,. I'm not sure what to make{},0.0
While he having a smoke,", he was approached by a man who asked him{}",0.1111111111111111
And she taking a drag,on her cigarette. And she says{},0.0
Now they going to bed,. I'm going to bed. {},0.0
And my stomach is sick,. I'm going to be sick. I{},0.0
And it all in my head,. I’m not sure if I’{},0.0
But she touching his chest now,", and he's not sure what to do{}",0.125
He takes off her dress now,", and she is naked. She is n{}",0.0
Let me go,". I'm going to get my things.""{}",0.14285714285714285
And I just can look it killing me,. I'm not sure if I'{},0.0
And taking control,of your own life is the first step to doing{},0.1
Jealousy turning saints into the sea,". The sea is a place of refuge,{}",0.0
Swimming through sick lullabies,", the album is a dark and twisted journey{}",0.0
Choking on your alibis,. I'm not gonna take it{},0.16666666666666666
But it just the price I pay,for being a good person. I'm{},0.0
Destiny is calling me,to be a part of the solution. I{},0.0
Open up my eager eyes,", Lord, that I may see {}",0.2
Cause I Mr Brightside,I'm a manic depressive{},0.2
I coming out of my cage,? I'm not sure what you mean{},0.14285714285714285
And I been doing just fine,. I'm not a big fan of{},0.0
Gotta gotta be down,with the kids. I'm not{},0.16666666666666666
Because I want it all,. I want to be a writer. I{},0.14285714285714285
It started out with a kiss,", and ended with a kiss. I'{}",0.16666666666666666
How did it end up like this,? I think it’s a combination of{},0.2857142857142857
It was only a kiss,", but it was a kiss that had been a{}",0.0
Now I falling asleep,. I'm not sure if I'{},0.0
And she calling a cab,. I'm not sure what to make{},0.0
While he having a smoke,", he was approached by a man who asked him{}",0.1111111111111111
And she taking a drag,on her cigarette. And she says{},0.0
Now they going to bed,. I'm going to bed. {},0.0
And my stomach is sick,. I'm going to be sick. I{},0.0
And it all in my head,. I’m not sure if I’{},0.0
But she touching his chest now,", and he's not sure what to do{}",0.125
He takes off her dress now,", and she is naked. She is n{}",0.0
Let me go,". I'm going to get my things.""{}",0.14285714285714285
Cause I just can look it killing me,. I'm not a man of many{},0.0
And taking control,of your own life is the first step to doing{},0.1
Jealousy turning saints into the sea,". The sea is a place of refuge,{}",0.0
Swimming through sick lullabies,", the album is a dark and twisted journey{}",0.0
Choking on your alibis,. I'm not gonna take it{},0.16666666666666666
But it just the price I pay,for being a good person. I'm{},0.0
Destiny is calling me,to be a part of the solution. I{},0.0
Open up my eager eyes,", Lord, that I may see {}",0.2
Cause I Mr Brightside,I'm a manic depressive{},0.2
I never,thought I would be able to do. I’{},0.125
I never,thought I would be able to do. I’{},0.125
I never,thought I would be able to do. I’{},0.125
