prompt,completion,rouge-l
Do you ever feel like a plastic bag,"Do you ever feel, feel so paper thin{}",0.0
"Drifting through the wind, wanting to start again?",Do you feel like a stranger in the land where{},0.3
"Do you ever feel, feel so paper thin","Like a house of cards, one blow from{}",1.0
"Like a house of cards, one blow from caving in?",(1:1) The answer is no.{},0.0
Do you ever feel already buried deep six feet under?,With nobody to hear you scream. If you find{},0.2222222222222222
Screams but no one seems to hear a thing,Do you know what it's like on the{},0.4444444444444444
Do you know that there's still a chance for you,'Cause there's a spark in you {},1.0
'Cause there's a spark in you?,You've got the power to make your life everything{},0.2
You just gotta ignite the light and let it shine,Just own the night like the 4th{},1.0
Just own the night like the 4th of July,Cause baby you're a firework Come{},0.8571428571428571
"'Cause, baby, you're a firework","Come on, show 'em what you're{}",1.0
"Come on, show 'em what you're worth",Show 'em what you're worth Show{},0.14285714285714285
"Make 'em go, ""Aah, aah, aah""","(Aah, aah, aah) {}",0.0
As you shoot across the sky-y-y,Like a tea-tray in the sky {},0.14285714285714285
"Baby, you're a firework","Come on, show 'em what you're{}",0.2857142857142857
"Come on, let your colours burst","Make 'em go ""Oh, oh,{}",0.6
"Make 'em go, ""Aah, aah, aah""","(Aah, aah, aah) {}",0.0
"You're gonna leave 'em all in awe, awe, awe",You're gonna leave 'em all in awe{},0.125
You don't have to feel like a wasted space,"You're original, cannot be replaced If{}",0.8571428571428571
"You're original, cannot be replaced",I could've died in your place When{},0.0
If you only knew what the future holds,"for you, you would never give up. You{}",0.0
After a hurricane comes a rainbow,After a storm comes a calm. After a{},0.125
Maybe a reason why all the doors are closed,is because the building is not yet ready for occupancy{},0.1
So you could open one that leads you to the perfect road,"trip, or one that leads you to the perfect{}",0.0
"Like a lightning bolt, your heart will glow",And your every word will be true And{},0.125
And when it's time you'll know,And when it's time you'll know {},0.25
You just gotta ignite the light and let it shine,Just own the night like the 4th{},1.0
Just own the night like the 4th of July,Cause baby you're a firework Come{},0.8571428571428571
"'Cause, baby, you're a firework","Come on, show 'em what you're{}",1.0
"Come on, show 'em what you're worth",Show 'em what you're worth Show{},0.14285714285714285
"Make 'em go, ""Aah, aah, aah""","(Aah, aah, aah) {}",0.0
As you shoot across the sky-y-y,Like a tea-tray in the sky {},0.14285714285714285
"Baby, you're a firework","Come on, show 'em what you're{}",0.2857142857142857
"Come on, let your colours burst","Make 'em go ""Oh, oh,{}",0.6
"Make 'em go, ""Aah, aah, aah""","(Aah, aah, aah) {}",0.0
"You're gonna leave 'em all in awe, awe, awe",You're gonna leave 'em all in awe{},0.0
"Boom, boom, boom",", boom, boom, boom, boom, boom{}",0.0
"Even brighter than the moon, moon, moon",They don't know what we're doing {},0.0
"It's always been inside of you, you, you",", you It's always been inside of you{}",0.25
And now it's time to let it through-ough-ough,-ough-ough-ough-ough-ough{},0.0
"'Cause, baby, you're a firework","Come on, show 'em what you're{}",1.0
"Come on, show 'em what you're worth",Show 'em what you're worth Show{},0.14285714285714285
"Make 'em go, ""Aah, aah, aah""","(Aah, aah, aah) {}",0.0
As you shoot across the sky-y-y,Like a tea-tray in the sky {},0.14285714285714285
"Baby, you're a firework","Come on, show 'em what you're{}",0.2857142857142857
"Come on, let your colours burst","Make 'em go ""Oh, oh,{}",0.6
"Make 'em go, ""Aah, aah, aah""","(Aah, aah, aah) {}",0.0
"You're gonna leave 'em all in awe, awe, awe",You're gonna leave 'em all in awe{},0.0
"Boom, boom, boom",", boom, boom, boom, boom, boom{}",0.0
"Even brighter than the moon, moon, moon",They don't know what we're doing {},0.0
"Boom, boom, boom",", boom, boom, boom, boom, boom{}",0.0
