prompt,completion,rouge-l
Do you ever feel like a plastic bag,? I’m not sure if I’{},0.0
"Drifting through the wind, wanting to start again?",I'm not sure if I'm{},0.0
"Do you ever feel, feel so paper thin","Like a house of cards, one blow from c{}",0.8888888888888888
"Like a house of cards, one blow from caving in?",I’m not sure what I’m{},0.0
Do you ever feel already buried deep six feet under?,Sometimes I feel like I'm d{},0.0
Screams but no one seems to hear a thing,. I'm not sure if I'{},0.0
Do you know that there's still a chance for you,to get your ex back? I'm{},0.0
'Cause there's a spark in you?,You just don't know it when it'{},0.375
You just gotta ignite the light and let it shine,. Just own the night like the Fourth of{},0.875
Just own the night like the 4th of July,. Because baby you’re a fire{},0.6666666666666666
"'Cause, baby, you're a firework","Come on, show 'em what you're{}",1.0
"Come on, show 'em what you're worth",. I'm not sure I'm{},0.0
"Make 'em go, ""Aah, aah, aah""","I'm a bad boy, I'{}",0.0
As you shoot across the sky-y-y,-y-y-y-y-y{},0.0
"Baby, you're a firework","Come on, let your colors burst Make 'em{}",0.625
"Come on, let your colours burst",. You’re made of the stars that{},0.0
"Make 'em go, ""Aah, aah, aah""","I'm a bad boy, I'{}",0.0
"You're gonna leave 'em all in awe, awe, awe",. I'm gonna show you all{},0.16666666666666666
You don't have to feel like a wasted space,. You don't have to feel like you{},0.125
"You're original, cannot be replaced",". If a man wants you, nothing and no{}",0.25
If you only knew what the future holds,"for you, you would be so excited. {}",0.0
After a hurricane comes a rainbow,. I’m not sure if I’{},0.0
Maybe a reason why all the doors are closed,. I'm not sure if I'{},0.0
So you could open one that leads you to the perfect road,"trip, or one that leads you to the perfect{}",0.0
"Like a lightning bolt, your heart will glow",". The first time I saw you, I{}",0.2857142857142857
And when it's time you'll know,. I'm not sure if I'{},0.0
You just gotta ignite the light and let it shine,. Just own the night like the Fourth of{},0.875
Just own the night like the 4th of July,. Because baby you’re a fire{},0.6666666666666666
"'Cause, baby, you're a firework","Come on, show 'em what you're{}",1.0
"Come on, show 'em what you're worth",. I'm not sure I'm{},0.0
"Make 'em go, ""Aah, aah, aah""","I'm a bad boy, I'{}",0.0
As you shoot across the sky-y-y,-y-y-y-y-y{},0.0
"Baby, you're a firework","Come on, let your colors burst Make 'em{}",0.625
"Come on, let your colours burst",. You’re made of the stars that{},0.0
"Make 'em go, ""Aah, aah, aah""","I'm a bad boy, I'{}",0.0
"You're gonna leave 'em all in awe, awe, awe",. I'm gonna show you all{},0.0
"Boom, boom, boom",", boom, boom, boom,{}",0.0
"Even brighter than the moon, moon, moon",", moon, moon, moon, moon, moon{}",0.0
"It's always been inside of you, you, you",", you, you, you, you, you{}",0.0
And now it's time to let it through-ough-ough,-ough-ough-ough-ough-ough{},0.0
"'Cause, baby, you're a firework","Come on, show 'em what you're{}",1.0
"Come on, show 'em what you're worth",. I'm not sure I'm{},0.0
"Make 'em go, ""Aah, aah, aah""","I'm a bad boy, I'{}",0.0
As you shoot across the sky-y-y,-y-y-y-y-y{},0.0
"Baby, you're a firework","Come on, let your colors burst Make 'em{}",0.625
"Come on, let your colours burst",. You’re made of the stars that{},0.0
"Make 'em go, ""Aah, aah, aah""","I'm a bad boy, I'{}",0.0
"You're gonna leave 'em all in awe, awe, awe",. I'm gonna show you all{},0.0
"Boom, boom, boom",", boom, boom, boom,{}",0.0
"Even brighter than the moon, moon, moon",", moon, moon, moon, moon, moon{}",0.0
"Boom, boom, boom",", boom, boom, boom,{}",0.0
