prompt,completion,rouge-l
Do you ever feel like a plastic bag,? I'm a big fan of the{},0.14285714285714285
"Drifting through the wind, wanting to start again?",I’m not sure what I’m{},0.0
"Do you ever feel, feel so paper thin","? Like a house of cards, one blow from{}",1.0
"Like a house of cards, one blow from caving in?",I’m not sure what to do.{},0.14285714285714285
Do you ever feel already buried deep six feet under?,I’m not sure I’ve ever{},0.0
Screams but no one seems to hear a thing,". The next day, the same thing happens{}",0.0
Do you know that there's still a chance for you,to get a job in the Philippines? The{},0.25
'Cause there's a spark in you?,I'm not sure what you mean by{},0.125
You just gotta ignite the light and let it shine,. I’m not sure if I’{},0.0
Just own the night like the 4th of July,. I'm not sure if I'{},0.0
"'Cause, baby, you're a firework",. You're a shooting star. You'{},0.3333333333333333
"Come on, show 'em what you're worth",. I'm not sure what you'{},0.0
"Make 'em go, ""Aah, aah, aah""","and then they'll go, ""Aah{}",0.0
As you shoot across the sky-y-y,-y-y-y-y-y{},0.0
"Baby, you're a firework",". I'm a firework, {}",0.0
"Come on, let your colours burst",", let your colours burst, let your colours burst{}",0.0
"Make 'em go, ""Aah, aah, aah""","and then they'll go, ""Aah{}",0.0
"You're gonna leave 'em all in awe, awe, awe",", awe, awe, awe,{}",0.0
You don't have to feel like a wasted space,. You don't have to feel like{},0.14285714285714285
"You're original, cannot be replaced",. I'm so glad you're{},0.16666666666666666
If you only knew what the future holds,for you. I’m not sure what{},0.0
After a hurricane comes a rainbow,. The rainbow is a sign of hope{},0.14285714285714285
Maybe a reason why all the doors are closed,. I'm not sure what to make{},0.14285714285714285
So you could open one that leads you to the perfect road,. The best way to find the right road{},0.0
"Like a lightning bolt, your heart will glow",with the love of God. The love of{},0.0
And when it's time you'll know,. I'm not sure if I'{},0.0
You just gotta ignite the light and let it shine,. I’m not sure if I’{},0.0
Just own the night like the 4th of July,. I'm not sure if I'{},0.0
"'Cause, baby, you're a firework",. You're a shooting star. You'{},0.3333333333333333
"Come on, show 'em what you're worth",. I'm not sure what you'{},0.0
"Make 'em go, ""Aah, aah, aah""","and then they'll go, ""Aah{}",0.0
As you shoot across the sky-y-y,-y-y-y-y-y{},0.0
"Baby, you're a firework",". I'm a firework, {}",0.0
"Come on, let your colours burst",", let your colours burst, let your colours burst{}",0.0
"Make 'em go, ""Aah, aah, aah""","and then they'll go, ""Aah{}",0.0
"You're gonna leave 'em all in awe, awe, awe",", awe, awe, awe,{}",0.0
"Boom, boom, boom",", boom, boom, boom,{}",0.0
"Even brighter than the moon, moon, moon",", moon, moon, moon, moon, moon{}",0.0
"It's always been inside of you, you, you",", you, you, you, you, you{}",0.0
And now it's time to let it through-ough-ough,-ough-ough-ough-ough-ough{},0.0
"'Cause, baby, you're a firework",. You're a shooting star. You'{},0.3333333333333333
"Come on, show 'em what you're worth",. I'm not sure what you'{},0.0
"Make 'em go, ""Aah, aah, aah""","and then they'll go, ""Aah{}",0.0
As you shoot across the sky-y-y,-y-y-y-y-y{},0.0
"Baby, you're a firework",". I'm a firework, {}",0.0
"Come on, let your colours burst",", let your colours burst, let your colours burst{}",0.0
"Make 'em go, ""Aah, aah, aah""","and then they'll go, ""Aah{}",0.0
"You're gonna leave 'em all in awe, awe, awe",", awe, awe, awe,{}",0.0
"Boom, boom, boom",", boom, boom, boom,{}",0.0
"Even brighter than the moon, moon, moon",", moon, moon, moon, moon, moon{}",0.0
"Boom, boom, boom",", boom, boom, boom,{}",0.0
