prompt,completion,rouge-l
Do you ever feel like a plastic bag,", drifting through the wind? I'{}",0.8
"Drifting through the wind, wanting to start again?",I'm not sure if I can do{},0.125
"Do you ever feel, feel so paper thin",", feel so paper thin? I'm{}",0.0
"Like a house of cards, one blow from caving in?",I'm not sure. I think it{},0.0
Do you ever feel already buried deep six feet under?,Do you ever feel like your life is a{},0.1111111111111111
Screams but no one seems to hear a thing,. The only thing that seems to be able{},0.125
Do you know that there's still a chance for you,to get a free copy of the game? {},0.125
'Cause there's a spark in you?,I'm not sure what you mean by{},0.125
You just gotta ignite the light and let it shine,". You just gotta share it, find a{}",0.14285714285714285
Just own the night like the 4th of July,. I'm gonna make it rain like{},0.0
"'Cause, baby, you're a firework",You'll burn brightly for all to{},0.14285714285714285
"Come on, show 'em what you're worth",". You're worth it, you know{}",0.0
"Make 'em go, ""Aah, aah, aah""",. I'm a little bit of an{},0.0
As you shoot across the sky-y-y,", You're gonna be a star-{}",0.5
"Baby, you're a firework",". You'll burn bright, you'{}",0.0
"Come on, let your colours burst","out. Let your colours burst out, let{}",0.0
"Make 'em go, ""Aah, aah, aah""",. I'm a little bit of an{},0.0
"You're gonna leave 'em all in awe, awe, awe",. You're gonna leave 'em all{},0.16666666666666666
You don't have to feel like a wasted space,. You don't have to feel like you{},0.125
"You're original, cannot be replaced",". You're unique, cannot be re{}",0.16666666666666666
If you only knew what the future holds,for you. You'd have a good{},0.14285714285714285
After a hurricane comes a rainbow,. A rainbow is a sign of hope.{},0.14285714285714285
Maybe a reason why all the doors are closed,? I'm not sure. I think{},0.0
So you could open one that leads you to the perfect road,trip playlist. Or you could open one that{},0.0
"Like a lightning bolt, your heart will glow",with the power of love. You will be{},0.125
And when it's time you'll know,. You'll know when it's{},0.3333333333333333
You just gotta ignite the light and let it shine,". The light and let it shine, the{}",0.2857142857142857
Just own the night like the 4th of July,. I'm gonna make it rain like{},0.0
"'Cause, baby, you're a firework",You'll burn brightly for all to{},0.14285714285714285
"Come on, show 'em what you're worth",". You're worth it, you know{}",0.0
"Make 'em go, ""Aah, aah, aah""",. I'm a little bit of a{},0.0
As you shoot across the sky-y-y,", You're gonna be a star-{}",0.5
"Baby, you're a firework",". You'll burn bright, like a{}",0.0
"Come on, let your colours burst","out. Let your colours burst out, let{}",0.0
"Make 'em go, ""Aah, aah, aah""",. I'm a little bit of an{},0.0
"You're gonna leave 'em all in awe, awe, awe",. You're gonna leave 'em all{},0.0
"Boom, boom, boom",", boom. The sound of the drums is{}",0.14285714285714285
"Even brighter than the moon, moon, moon",", moon. The sun is the brightest star{}",0.0
"It's always been inside of you, you, you",'re just not aware of it. You{},0.14285714285714285
And now it's time to let it through-ough-ough,-ough. I'm not sure if{},0.0
"'Cause, baby, you're a firework",You'll burn brightly for all to{},0.14285714285714285
"Come on, show 'em what you're worth",". You're worth it, you know{}",0.0
"Make 'em go, ""Aah, aah, aah""",. I'm a little bit of everything{},0.0
As you shoot across the sky-y-y,", You're gonna be a star-{}",0.5
"Baby, you're a firework",". You'll burn bright, like a{}",0.0
"Come on, let your colours burst","out. Let your colours burst out, let{}",0.0
"Make 'em go, ""Aah, aah, aah""",. I'm a little bit of a{},0.0
"You're gonna leave 'em all in awe, awe, awe",. You're gonna leave 'em all{},0.0
"Boom, boom, boom",", boom. The sound of the drums is{}",0.14285714285714285
"Even brighter than the moon, moon, moon",", moon. The sun is the brightest star{}",0.0
"Boom, boom, boom",", boom. The sound of the drums is{}",0.14285714285714285
