prompt,completion,rouge-l
Do you ever feel like a plastic bag,？,0
"Drifting through the wind, wanting to start again?",在无尽的风中漂浮，想要,0
"Do you ever feel, feel so paper thin",，像一片脆弱的叶子，随时可能被,0
"Like a house of cards, one blow from caving in?",就像一座倒塌的房子，一个小小的打击就能让它,0
Do you ever feel already buried deep six feet under?,有时候，我们会感到自己已经深陷于生活的,0
Screams but no one seems to hear a thing,我感到非常孤独和无助。,0
Do you know that there's still a chance for you,to improve your situation? It's never too late,0.1111111111111111
'Cause there's a spark in you?,那是因为你身上有一种独特的魅力，让我无法,0
You just gotta ignite the light and let it shine,在黑暗中，只有你的一束光才能,0
Just own the night like the 4th of July,让夜空中的星星见证你的勇敢和自由,0
"'Cause, baby, you're a firework",that never fades away.,0.0
"Come on, show 'em what you're worth",别怕，展现你的价值！,0
"Make 'em go, ""Aah, aah, aah""","Make 'em go, ""Aah, a",0.0
As you shoot across the sky-y-y,"as you soar through the clouds, feeling free and",0.1111111111111111
"Baby, you're a firework",in my heart! You bring joy and light wherever,0.0
"Come on, let your colours burst",like the vibrant hues of a rainbow or the bold,0.0
"Make 'em go, ""Aah, aah, aah""","Make 'em go, ""Aah, a",0.2
"You're gonna leave 'em all in awe, awe, awe","with your dazzling wit and wisdom, you'll be",0.1111111111111111
You don't have to feel like a wasted space,在这个世界上，每个人都是独一无二的存在。你的价值,0
"You're original, cannot be replaced",，独一无二。,0
If you only knew what the future holds,，你可能会更加珍惜现在所拥有的。,0
After a hurricane comes a rainbow,，这是大自然的奇迹。彩虹不仅美丽，,0
Maybe a reason why all the doors are closed,是由于它们都被锁上了。,0
So you could open one that leads you to the perfect road,to your destination.,0.3333333333333333
"Like a lightning bolt, your heart will glow",like a beacon in the darkness.,0.0
And when it's time you'll know,因为时间会告诉我们一切。,0
You just gotta ignite the light and let it shine,在黑暗中，只有你的一束光才能,0
Just own the night like the 4th of July,让夜空中的星星见证你的勇敢和自由,0
"'Cause, baby, you're a firework",that never fades away.,0.0
"Come on, show 'em what you're worth",别怕，展现你的价值！,0
"Make 'em go, ""Aah, aah, aah""","Make 'em go, ""Aah, a",0.0
As you shoot across the sky-y-y,"as you soar through the clouds, feeling free and",0.1111111111111111
"Baby, you're a firework",in my heart! You bring joy and light wherever,0.0
"Come on, let your colours burst",like the vibrant hues of a rainbow or the bold,0.0
"Make 'em go, ""Aah, aah, aah""","Make 'em go, ""Aah, a",0.2
"You're gonna leave 'em all in awe, awe, awe","with your dazzling wit and wisdom, you'll be",0.0
"Boom, boom, boom","Boom, boom, boom!",0.0
"Even brighter than the moon, moon, moon",是那颗最亮的星星，闪烁在,0
"It's always been inside of you, you, you",你是我生命中的阳光，照亮我前行的道路,0
And now it's time to let it through-ough-ough,让我们一起迎接新的开始吧！,0
"'Cause, baby, you're a firework",that never fades away.,0.0
"Come on, show 'em what you're worth",别怕，展现你的价值！,0
"Make 'em go, ""Aah, aah, aah""","Make 'em go, ""Aah, a",0.0
As you shoot across the sky-y-y,"as you soar through the clouds, feeling free and",0.1111111111111111
"Baby, you're a firework",in my heart! You bring joy and light wherever,0.0
"Come on, let your colours burst","like the vibrant hues of spring, let your spirit",0.0
"Make 'em go, ""Aah, aah, aah""","Make 'em go, ""Aah, a",0.2
"You're gonna leave 'em all in awe, awe, awe","with your wit and charm, you'll surely make",0.0
"Boom, boom, boom","Boom, boom, boom!",0.0
"Even brighter than the moon, moon, moon",是那颗最亮的星星，闪烁在,0
"Boom, boom, boom","Boom, boom, boom!",0.0
