prompt,completion,rouge-l
Do you ever feel like a plastic bag,"Drifting through the wind, wanting to start{}",1.0
"Drifting through the wind, wanting to start again?","Don't look back in anger, I heard you{}",0.1111111111111111
"Do you ever feel, feel so paper thin",Like a house of cards One blow from caving{},1.0
"Like a house of cards, one blow from caving in?",I don’t think so. I think it’s{},0.0
Do you ever feel already buried deep six feet under?,Do you ever feel you’ve been misused or{},0.0
Screams but no one seems to hear a thing,I'm not really sure how it ends {},0.0
Do you know that there's still a chance for you,? 'Cause I've been praying for someone like{},0.125
'Cause there's a spark in you?,(Yeah) And I know that you're a{},0.125
You just gotta ignite the light and let it shine,You just gotta ignite the light and let it{},0.2222222222222222
Just own the night like the 4th of July,You own the night like the 4th{},0.14285714285714285
"'Cause, baby, you're a firework","Come on, show 'em what you're{}",1.0
"Come on, show 'em what you're worth",". Make 'em go ""Oh, my God{}",0.5
"Make 'em go, ""Aah, aah, aah""","(x2) Make 'em go, ""{}",0.0
As you shoot across the sky-y-y,-y You're the only one for me {},0.25
"Baby, you're a firework","Come on, let your colors burst You{}",0.7142857142857143
"Come on, let your colours burst",Let your colours burst Let your colours burst{},0.0
"Make 'em go, ""Aah, aah, aah""","(x2) Make 'em go, ""{}",0.25
"You're gonna leave 'em all in awe, awe, awe",You're gonna leave 'em all in awe{},0.125
You don't have to feel like a wasted space,You don't have to feel like a wasted{},0.1111111111111111
"You're original, cannot be replaced","You're a one of a kind, cannot{}",0.125
If you only knew what the future holds,"for you, you would not be so anxious about{}",0.0
After a hurricane comes a rainbow,. After a hurricane comes a rainbow. After a{},0.125
Maybe a reason why all the doors are closed,is because the building is being renovated. I don{},0.1111111111111111
So you could open one that leads you to the perfect road,", or you could open one that leads you to{}",0.0
"Like a lightning bolt, your heart will glow","Like a lightning bolt, your heart will glow{}",0.0
And when it's time you'll know,And when it's time you'll know {},0.25
You just gotta ignite the light and let it shine,You just gotta ignite the light and let it{},0.2222222222222222
Just own the night like the 4th of July,You own the night like the 4th{},0.14285714285714285
"'Cause, baby, you're a firework","Come on, show 'em what you're{}",1.0
"Come on, show 'em what you're worth",". Make 'em go ""Oh, my God{}",0.5
"Make 'em go, ""Aah, aah, aah""","(x2) Make 'em go, ""{}",0.0
As you shoot across the sky-y-y,-y You're the only one for me {},0.25
"Baby, you're a firework","Come on, let your colors burst You{}",0.7142857142857143
"Come on, let your colours burst",Let your colours burst Let your colours burst{},0.0
"Make 'em go, ""Aah, aah, aah""","(x2) Make 'em go, ""{}",0.25
"You're gonna leave 'em all in awe, awe, awe",You're gonna leave 'em all in awe{},0.0
"Boom, boom, boom",", boom, boom, boom, boom, boom{}",0.0
"Even brighter than the moon, moon, moon","I'm the brightest star, star, star{}",0.0
"It's always been inside of you, you, you",", you, you, you, you, you{}",0.0
And now it's time to let it through-ough-ough,-ough-ough-ough-ough-ough{},0.0
"'Cause, baby, you're a firework","Come on, show 'em what you're{}",1.0
"Come on, show 'em what you're worth",". Make 'em go ""Oh, my God{}",0.5
"Make 'em go, ""Aah, aah, aah""","(x2) Make 'em go, ""{}",0.0
As you shoot across the sky-y-y,-y You're the only one for me {},0.25
"Baby, you're a firework","Come on, let your colors burst You{}",0.7142857142857143
"Come on, let your colours burst",Let your colours burst Let your colours burst{},0.0
"Make 'em go, ""Aah, aah, aah""","(x2) Make 'em go, ""{}",0.25
"You're gonna leave 'em all in awe, awe, awe",You're gonna leave 'em all in awe{},0.0
"Boom, boom, boom",", boom, boom, boom, boom, boom{}",0.0
"Even brighter than the moon, moon, moon","I'm the brightest star, star, star{}",0.0
"Boom, boom, boom",", boom, boom, boom, boom, boom{}",0.0
