prompt,completion,rouge-l
Do you ever feel like a plastic bag,drifting through the wind wanting to start again?{},1.0
"Drifting through the wind, wanting to start again?",I’m not sure if I’m{},0.0
"Do you ever feel, feel so paper thin","? I'm not a bad person,{}",0.16666666666666666
"Like a house of cards, one blow from caving in?",I’m not sure if I’m{},0.0
Do you ever feel already buried deep six feet under?,I’m not sure if it’s{},0.0
Screams but no one seems to hear a thing,". The next day, the girls are in{}",0.0
Do you know that there's still a chance for you,to get a job in the US? I{},0.25
'Cause there's a spark in you?,I'm not sure if I'm{},0.0
You just gotta ignite the light and let it shine,. I’m not sure if I’{},0.0
Just own the night like the 4th of July,. I’m not sure if I’{},0.0
"'Cause, baby, you're a firework","Come on, show 'em what you'{}",1.0
"Come on, show 'em what you're worth",. I'm not sure if I'{},0.0
"Make 'em go, ""Aah, aah, aah""","I'm a bad motherfucker,{}",0.0
As you shoot across the sky-y-y,", you'll be able to see the stars{}",0.125
"Baby, you're a firework",". Come on, show 'em what you'{}",0.3333333333333333
"Come on, let your colours burst",! The 2018/1{},0.0
"Make 'em go, ""Aah, aah, aah""","I'm a bad motherfucker,{}",0.0
"You're gonna leave 'em all in awe, awe, awe",", awe, awe, awe,{}",0.0
You don't have to feel like a wasted space,. I'm not saying that you should{},0.14285714285714285
"You're original, cannot be replaced",", and you're the best. I{}",0.3333333333333333
If you only knew what the future holds,"for you, you would be so happy. {}",0.0
After a hurricane comes a rainbow,. I’m not sure if I’{},0.0
Maybe a reason why all the doors are closed,? I'm not sure if this is{},0.0
So you could open one that leads you to the perfect road,to success. The best way to get a{},0.125
"Like a lightning bolt, your heart will glow",with the love of God. The Holy Spirit{},0.0
And when it's time you'll know,. I'm not sure if I'{},0.0
You just gotta ignite the light and let it shine,. I’m not sure if I’{},0.0
Just own the night like the 4th of July,. I’m not sure if I’{},0.0
"'Cause, baby, you're a firework","Come on, show 'em what you'{}",1.0
"Come on, show 'em what you're worth",. I'm not sure if I'{},0.0
"Make 'em go, ""Aah, aah, aah""","I'm a bad motherfucker,{}",0.0
As you shoot across the sky-y-y,", you'll be able to see the stars{}",0.125
"Baby, you're a firework",". Come on, show 'em what you'{}",0.3333333333333333
"Come on, let your colours burst",! The 2018/1{},0.0
"Make 'em go, ""Aah, aah, aah""","I'm a bad motherfucker,{}",0.0
"You're gonna leave 'em all in awe, awe, awe",", awe, awe, awe,{}",0.0
"Boom, boom, boom",", boom, boom, boom,{}",0.0
"Even brighter than the moon, moon, moon",", moon, moon, moon, moon, moon{}",0.0
"It's always been inside of you, you, you",", you, you, you, you, you{}",0.0
And now it's time to let it through-ough-ough,-ough-ough-ough-ough-ough{},0.0
"'Cause, baby, you're a firework","Come on, show 'em what you'{}",1.0
"Come on, show 'em what you're worth",. I'm not sure if I'{},0.0
"Make 'em go, ""Aah, aah, aah""","I'm a bad motherfucker,{}",0.0
As you shoot across the sky-y-y,", you'll be able to see the stars{}",0.125
"Baby, you're a firework",". Come on, show 'em what you'{}",0.3333333333333333
"Come on, let your colours burst",! The 2018/1{},0.0
"Make 'em go, ""Aah, aah, aah""","I'm a bad motherfucker,{}",0.0
"You're gonna leave 'em all in awe, awe, awe",", awe, awe, awe,{}",0.0
"Boom, boom, boom",", boom, boom, boom,{}",0.0
"Even brighter than the moon, moon, moon",", moon, moon, moon, moon, moon{}",0.0
"Boom, boom, boom",", boom, boom, boom,{}",0.0
