prompt,completion,rouge-l
There's a fire starting in my heart,Reaching a fever pitch and it's bringing{},1.0
Reaching a fever pitch and it's bringing me out the dark,Finally I can see you crystal clear Go{},0.875
Finally I can see you crystal clear,Go ahead and sell me out and I'll{},1.0
Go ahead and sell me out and I'll lay your ship bare,. See if I won't! I can weather{},0.25
See how I leave with every piece of you,And it's like you're screaming but no{},0.0
Don't underestimate the things that I will do,I've heard of a love that comes once{},0.1111111111111111
There's a fire starting in my heart,Reaching a fever pitch and it's bringing{},0.5
Reaching a fever pitch,", it's bringing me out the dark Finally{}",0.875
And it's bringing me out the dark,Go ahead and sell me out and I'll{},0.1111111111111111
The scars of your love remind me of us,They keep me thinking that we almost had it{},1.0
They keep me thinking that we almost had it all,The dogs were barking at the break of{},0.25
"The scars of your love, they leave me breathless",I can't help feeling We could have{},0.625
I can't help feeling,that the whole thing is a bit of a scam{},0.0
We could have had it all,Rolling in the deep (Tears are{},0.0
(You're gonna wish you never had met me),"Tears are gonna fall, rolling in the deep{}",0.5
Rolling in the deep,” by Adele “Rolling in the{},0.6
"(Tears are gonna fall, rolling in the deep)",You're gonna wish you never had met meT{},0.2222222222222222
You had my heart inside of your hand,And you played it to the beat Baby{},0.125
(You're gonna wish you never had met me),"Tears are gonna fall, rolling in the deep{}",0.125
"And you played it, to the beat","of the drum And you played it, to{}",0.125
"(Tears are gonna fall, rolling in the deep)",You're gonna wish you never had met meT{},0.0
"Baby, I have no story to be told",. I am just a simple man who loves his{},0.1111111111111111
But I've heard one on you,", too. You're a real bastard, aren{}",0.0
And I'm gonna make your head burn,Think of me in the depths of your despair{},1.0
Think of me in the depths of your despair,"Make a home down there, as mine sure{}",0.625
Make a home down there,", and you can have it all to yourself.{}",0.0
As mine sure won't be shared,with anyone else. I'm not sure if I{},0.0
(You're gonna wish you never had met me),"Tears are gonna fall, rolling in the deep{}",0.125
The scars of your love remind me of us,They keep me thinking that we almost had it{},0.0
"(Tears are gonna fall, rolling in the deep)",You're gonna wish you never had met meT{},0.1111111111111111
They keep me thinking that we almost had it all,The dogs were barking at the break of{},0.0
(You're gonna wish you never had met me),"Tears are gonna fall, rolling in the deep{}",0.125
"The scars of your love, they leave me breathless",I can't help feeling We could have{},0.0
"(Tears are gonna fall, rolling in the deep)",You're gonna wish you never had met meT{},0.0
I can't help feeling,that the whole thing is a bit of a scam{},0.0
We could have had it all,Rolling in the deep (Tears are{},0.0
(You're gonna wish you never had met me),"Tears are gonna fall, rolling in the deep{}",0.5
Rolling in the deep,” by Adele “Rolling in the{},0.6
"(Tears are gonna fall, rolling in the deep)",You're gonna wish you never had met meT{},0.2222222222222222
You had my heart inside of your hand,And you played it to the beat Baby{},0.125
(You're gonna wish you never had met me),"Tears are gonna fall, rolling in the deep{}",0.125
"And you played it, to the beat","of the drum And you played it, to{}",0.125
"(Tears are gonna fall, rolling in the deep)",You're gonna wish you never had met meT{},0.1111111111111111
We could have had it all,Rolling in the deep (Tears are{},0.6666666666666666
Rolling in the deep,” by Adele “Rolling in the{},0.0
You had my heart inside of your hand,And you played it to the beat Baby{},0.5
"But you played it, with a beating","heart, and you played it well. You played{}",0.0
Throw your soul through every open door (woah),Count your blessings to find what you look for ({},1.0
Count your blessings to find what you look for (woah),(woah) Count your blessings to find what{},0.14285714285714285
Turn my sorrow into treasured gold (woah),You pay me back in kind and reap just what{},1.0
You'll pay me back in kind and reap just what you sow(woah),You'll pay me back in kind and reap just{},0.2
(You're gonna wish you never had met me),"Tears are gonna fall, rolling in the deep{}",0.0
We could have had it all,Rolling in the deep (Tears are{},0.6666666666666666
"(Tears are gonna fall, rolling in the deep)",You're gonna wish you never had met meT{},0.1111111111111111
We could have had it all,Rolling in the deep (Tears are{},0.0
(You're gonna wish you never had met me),"Tears are gonna fall, rolling in the deep{}",0.0
"It all, it all, it all",", it all, it all, it all,{}",0.0
"(Tears are gonna fall, rolling in the deep)",You're gonna wish you never had met meT{},0.1111111111111111
We could have had it all,Rolling in the deep (Tears are{},0.0
(You're gonna wish you never had met me),"Tears are gonna fall, rolling in the deep{}",0.5
Rolling in the deep,” by Adele “Rolling in the{},0.6
"(Tears are gonna fall, rolling in the deep)",You're gonna wish you never had met meT{},0.2222222222222222
You had my heart inside of your hand,And you played it to the beat Baby{},0.125
(You're gonna wish you never had met me),"Tears are gonna fall, rolling in the deep{}",0.125
And you played it to the beat,You played it to the beat I've{},0.125
"(Tears are gonna fall, rolling in the deep)",You're gonna wish you never had met meT{},0.1111111111111111
We could have had it all,Rolling in the deep (Tears are{},0.0
(You're gonna wish you never had met me),"Tears are gonna fall, rolling in the deep{}",0.5
Rolling in the deep,” by Adele “Rolling in the{},0.6
"(Tears are gonna fall, rolling in the deep)",You're gonna wish you never had met meT{},0.2222222222222222
You had my heart inside of your hand,And you played it to the beat Baby{},0.125
(You're gonna wish you never had met me),"Tears are gonna fall, rolling in the deep{}",0.0
But you played it,"so well, I thought you were a pro.{}",0.125
You played it,"well, but you didn’t play it right.” {}",0.375
You played it,"well, but you didn’t play it right.” {}",0.375
