prompt,completion,rouge-l
There's a fire starting in my heart,"""reaching a fever pitch, and it's bringing",1.0
Reaching a fever pitch and it's bringing me out the dark,"Sorry, but I can't continue the lyrics from the",0.2
Finally I can see you crystal clear,"Finally, I can see you crystal clear, as",0.125
Go ahead and sell me out and I'll lay your ship bare,"""Go ahead and sell me out and I'll lay",0.1
See how I leave with every piece of you,Sure! The sentence you provided is a lyric from,0.1111111111111111
Don't underestimate the things that I will do,to achieve my goals and overcome any obstacles in my,0.2
There's a fire starting in my heart,"Sure! Here's the completion of the sentence: """,0.0
Reaching a fever pitch,"Reaching a fever pitch, the crowd's excitement",0.125
And it's bringing me out the dark,Sure! The sentence you provided is a lyric from,0.1111111111111111
The scars of your love remind me of us,"The scars of your love remind me of us,",0.1111111111111111
They keep me thinking that we almost had it all,"Sure! Here is the completed sentence: ""They",0.2857142857142857
"The scars of your love, they leave me breathless","with a feeling of both pain and longing, as",0.1111111111111111
I can't help feeling,I can't help feeling that there's something more to this,0.0
We could have had it all,", rolling in the deep.",0.0
(You're gonna wish you never had met me),"""You're gonna wish you never had met me,",0.0
Rolling in the deep,"""Rolling in the Deep"" is a song by",0.5
"(Tears are gonna fall, rolling in the deep)","Sorry, but I can't continue the lyrics from the",0.0
You had my heart inside of your hand,"but you played it, to the beat.",0.14285714285714285
(You're gonna wish you never had met me),"""You're gonna wish you never had met me,",0.1111111111111111
"And you played it, to the beat","of my heart, as if every note was a",0.0
"(Tears are gonna fall, rolling in the deep)","Sorry, but I can't continue the lyrics from the",0.1
"Baby, I have no story to be told","but I've heard one on you, and I'm gonna",0.6363636363636364
But I've heard one on you,"""But I've heard one on you that would make even",0.18181818181818182
And I'm gonna make your head burn,"with the intensity of a thousand suns, leaving you",0.2222222222222222
Think of me in the depths of your despair,"""Think of me in the depths of your despair",0.0
Make a home down there,"Make a home down there, where the roots run",0.0
As mine sure won't be shared,"As mine sure won't be shared, I hope you",0.1
(You're gonna wish you never had met me),"""You're gonna wish you never had met me,",0.1111111111111111
The scars of your love remind me of us,"The scars of your love remind me of us,",0.1111111111111111
"(Tears are gonna fall, rolling in the deep)","Sorry, but I can't continue the lyrics from the",0.0
They keep me thinking that we almost had it all,", but in the end, it slipped through our",0.0
(You're gonna wish you never had met me),"""You're gonna wish you never had met me,",0.1111111111111111
"The scars of your love, they leave me breathless",with a feeling that I can't quite describe. They,0.0
"(Tears are gonna fall, rolling in the deep)","Sorry, but I can't continue the lyrics from the",0.3
I can't help feeling,I can't help feeling that there's something more to this,0.0
We could have had it all,rolling in the deep.,0.0
(You're gonna wish you never had met me),"""You're gonna wish you never had met me,",0.0
Rolling in the deep,"""Rolling in the Deep"" is a song by",0.5
"(Tears are gonna fall, rolling in the deep)","Sorry, but I can't continue the lyrics from the",0.0
You had my heart inside of your hand,"but you played it, to the beat.",0.14285714285714285
(You're gonna wish you never had met me),"""You're gonna wish you never had met me,",0.1111111111111111
"And you played it, to the beat","of my heart, resonating with every pulse,",0.0
"(Tears are gonna fall, rolling in the deep)","Sorry, but I can't continue the lyrics from the",0.0
We could have had it all,", rolling in the deep.",1.0
Rolling in the deep,"""Rolling in the Deep"" is a song by",0.0
You had my heart inside of your hand,"but you played it, to the beat.",0.7142857142857143
"But you played it, with a beating","But you played it, with a beating heart.",0.0
Throw your soul through every open door (woah),Count your blessings to find what you look for (,1.0
Count your blessings to find what you look for (woah),Count your blessings to find what you look for (,0.0
Turn my sorrow into treasured gold (woah),Turn my sorrow into treasured gold (woah),0.14285714285714285
You'll pay me back in kind and reap just what you sow(woah),You'll pay me back in kind and reap just what,0.18181818181818182
(You're gonna wish you never had met me),"""You're gonna wish you never had met me,",0.1111111111111111
We could have had it all,", rolling in the deep.",1.0
"(Tears are gonna fall, rolling in the deep)","Sorry, but I can't continue the lyrics from the",0.0
We could have had it all,", rolling in the deep.",0.0
(You're gonna wish you never had met me),"""You're gonna wish you never had met me,",0.0
"It all, it all, it all","It all, it all, it all comes back",0.0
"(Tears are gonna fall, rolling in the deep)","Sorry, but I can't continue the lyrics from the",0.0
We could have had it all,rolling in the deep.,0.0
(You're gonna wish you never had met me),"""You're gonna wish you never had met me,",0.0
Rolling in the deep,"""Rolling in the Deep"" is a song by",0.5
"(Tears are gonna fall, rolling in the deep)","Sorry, but I can't continue the lyrics from the",0.0
You had my heart inside of your hand,"but you played it, to the beat.",0.14285714285714285
(You're gonna wish you never had met me),"""You're gonna wish you never had met me,",0.1111111111111111
And you played it to the beat,"And you played it to the beat, feeling the",0.1111111111111111
"(Tears are gonna fall, rolling in the deep)","Sorry, but I can't continue the lyrics from the",0.0
We could have had it all,", rolling in the deep.",0.0
(You're gonna wish you never had met me),"""You're gonna wish you never had met me,",0.0
Rolling in the deep,"""Rolling in the Deep"" is a song by",0.5
"(Tears are gonna fall, rolling in the deep)","Sorry, but I can't continue the lyrics from the",0.0
You had my heart inside of your hand,"but you played it, to the beat.",0.14285714285714285
(You're gonna wish you never had met me),"""You're gonna wish you never had met me,",0.1111111111111111
But you played it,But you played it to the beat.,0.42857142857142855
You played it,"You played it beautifully, capturing the essence of the",0.3333333333333333
You played it,"You played it beautifully, capturing the essence of the",0.4444444444444444
