prompt,completion,rouge-l
There's a fire starting in my heart,", Reaching a fever pitch and it'{}",1.0
Reaching a fever pitch and it's bringing me out the dark,"I'm gonna make it through this,{}",0.14285714285714285
Finally I can see you crystal clear,". I can see you crystal clear, I{}",0.14285714285714285
Go ahead and sell me out and I'll lay your ship bare,. I'll be the first one to{},0.14285714285714285
See how I leave with every piece of you,. I'm not going to be the{},0.14285714285714285
Don't underestimate the things that I will do,"."" The 2016 presidential{}",0.0
There's a fire starting in my heart,", Reaching a fever pitch and it'{}",0.6666666666666666
Reaching a fever pitch,", the crowd erupted in a frenzy of cheers{}",0.125
And it's bringing me out the dark,. I'm not sure what I'{},0.0
The scars of your love remind me of us,"they keep me warm, I wake up to them{}",0.3333333333333333
They keep me thinking that we almost had it all,. I’m not sure if I can{},0.0
"The scars of your love, they leave me breathless",". I'm not the only one,{}",0.16666666666666666
I can't help feeling,that the whole thing is a bit of a joke{},0.0
We could have had it all,", but we didn't."" The{}",0.0
(You're gonna wish you never had met me),I'm gonna make you wish that you{},0.0
Rolling in the deep,I'm gonna drown in your love{},0.2857142857142857
"(Tears are gonna fall, rolling in the deep)","I'm gonna make a change, I{}",0.0
You had my heart inside of your hand,. You had my heart inside of your hand{},0.25
(You're gonna wish you never had met me),I'm gonna make you wish that you{},0.125
"And you played it, to the beat","of the music, and you were dancing. {}",0.14285714285714285
"(Tears are gonna fall, rolling in the deep)","I'm gonna make a change, I{}",0.14285714285714285
"Baby, I have no story to be told",". I am a man of the world,{}",0.14285714285714285
But I've heard one on you,". I've heard one on you,{}",0.16666666666666666
And I'm gonna make your head burn,I'm gonna make your head burn {},0.14285714285714285
Think of me in the depths of your despair,", And I will be there. I{}",0.16666666666666666
Make a home down there,. I'm not sure if I should{},0.14285714285714285
As mine sure won't be shared,with the likes of you. I'm{},0.14285714285714285
(You're gonna wish you never had met me),I'm gonna make you wish that you{},0.0
The scars of your love remind me of us,"they keep me warm, I wake up to them{}",0.0
"(Tears are gonna fall, rolling in the deep)","I'm gonna make a change, I{}",0.0
They keep me thinking that we almost had it all,. I’m not sure if I can{},0.0
(You're gonna wish you never had met me),I'm gonna make you wish that you{},0.0
"The scars of your love, they leave me breathless",". I'm not the only one,{}",0.16666666666666666
"(Tears are gonna fall, rolling in the deep)","I'm gonna make a change, I{}",0.14285714285714285
I can't help feeling,that the whole thing is a bit of a joke{},0.0
We could have had it all,", but we didn't."" The{}",0.0
(You're gonna wish you never had met me),I'm gonna make you wish that you{},0.0
Rolling in the deep,I'm gonna drown in your love{},0.2857142857142857
"(Tears are gonna fall, rolling in the deep)","I'm gonna make a change, I{}",0.0
You had my heart inside of your hand,. You had my heart inside of your hand{},0.25
(You're gonna wish you never had met me),I'm gonna make you wish that you{},0.125
"And you played it, to the beat","of the music, and you were dancing. {}",0.14285714285714285
"(Tears are gonna fall, rolling in the deep)","I'm gonna make a change, I{}",0.0
We could have had it all,". We could have had it all, but{}",0.0
Rolling in the deep,I'm gonna drown in your love{},0.14285714285714285
You had my heart inside of your hand,. You had my heart inside of your hand{},0.125
"But you played it, with a beating","heart. You played it, with a beating{}",0.0
Throw your soul through every open door (woah),I'm gonna find my way (wo{},0.14285714285714285
Count your blessings to find what you look for (woah),I'm not a fan of the song{},0.0
Turn my sorrow into treasured gold (woah),I'll turn my sorrow into treasured{},0.14285714285714285
You'll pay me back in kind and reap just what you sow(woah),You'll pay me back in kind and{},0.25
(You're gonna wish you never had met me),I'm gonna make you wish that you{},0.0
We could have had it all,", but we didn't."" The{}",0.2
"(Tears are gonna fall, rolling in the deep)","I'm gonna make a change, I{}",0.0
We could have had it all,", but we didn't."" The{}",0.0
(You're gonna wish you never had met me),I'm gonna make you wish that you{},0.0
"It all, it all, it all",", it all, it all It's{}",0.0
"(Tears are gonna fall, rolling in the deep)","I'm gonna make a change, I{}",0.0
We could have had it all,", but we didn't."" The{}",0.0
(You're gonna wish you never had met me),I'm gonna make you wish that you{},0.0
Rolling in the deep,I'm gonna drown in your love{},0.2857142857142857
"(Tears are gonna fall, rolling in the deep)","I'm gonna make a change, I{}",0.0
You had my heart inside of your hand,. You had my heart inside of your hand{},0.25
(You're gonna wish you never had met me),I'm gonna make you wish that you{},0.125
And you played it to the beat,of a drum. You played it to the{},0.125
"(Tears are gonna fall, rolling in the deep)","I'm gonna make a change, I{}",0.0
We could have had it all,", but we didn't."" The{}",0.0
(You're gonna wish you never had met me),I'm gonna make you wish that you{},0.0
Rolling in the deep,I'm gonna drown in your love{},0.2857142857142857
"(Tears are gonna fall, rolling in the deep)","I'm gonna make a change, I{}",0.0
You had my heart inside of your hand,. You had my heart inside of your hand{},0.25
(You're gonna wish you never had met me),I'm gonna make you wish that you{},0.125
But you played it,". You played it, and you loved it{}",0.42857142857142855
You played it,", you loved it. The game is a{}",0.2857142857142857
You played it,", you loved it. You played it,{}",0.5
