prompt,completion,rouge-l
There's a fire starting in my heart,", I'm gonna be a man{}",0.16666666666666666
Reaching a fever pitch and it's bringing me out the dark,est of my dark places. I'm{},0.14285714285714285
Finally I can see you crystal clear,. I'm not sure if I'{},0.16666666666666666
Go ahead and sell me out and I'll lay your ship bare,. I'm not a man of many{},0.2857142857142857
See how I leave with every piece of you,. I'm not sure if I'{},0.16666666666666666
Don't underestimate the things that I will do,to you. I will make you suffer. I{},0.0
There's a fire starting in my heart,", I'm gonna be a man{}",0.16666666666666666
Reaching a fever pitch,", the crowd began to chant, “We want{}",0.14285714285714285
And it's bringing me out the dark,est places. I'm not sure if{},0.0
The scars of your love remind me of us,. I’m not sure if I’{},0.0
They keep me thinking that we almost had it all,. I’m not sure what I’{},0.0
"The scars of your love, they leave me breathless",". I'm a fool for you, dar{}",0.14285714285714285
I can't help feeling,that the whole thing is a bit of a waste{},0.0
We could have had it all,. I'm not sure what I'{},0.0
(You're gonna wish you never had met me),I'm gonna make you wish you{},0.0
Rolling in the deep,", and the song is a great example of how{}",0.1111111111111111
"(Tears are gonna fall, rolling in the deep)","I'm gonna make your cry,{}",0.16666666666666666
You had my heart inside of your hand,. I'm not sure what I'{},0.0
(You're gonna wish you never had met me),I'm gonna make you wish you{},0.14285714285714285
"And you played it, to the beat",of a different drummer. You were a{},0.0
"(Tears are gonna fall, rolling in the deep)","I'm gonna make your cry,{}",0.16666666666666666
"Baby, I have no story to be told",. I have no story to be told. I{},0.125
But I've heard one on you,tube and it sounds great. I'{},0.3333333333333333
And I'm gonna make your head burn,. I'm gonna make your head{},0.16666666666666666
Think of me in the depths of your despair,. I will be there to hold you up{},0.125
Make a home down there,. I'm not sure what I'{},0.16666666666666666
As mine sure won't be shared,with anyone else. I'm not sure{},0.0
(You're gonna wish you never had met me),I'm gonna make you wish you{},0.0
The scars of your love remind me of us,. I’m not sure if I’{},0.0
"(Tears are gonna fall, rolling in the deep)","I'm gonna make your cry,{}",0.0
They keep me thinking that we almost had it all,. I’m not sure what I’{},0.0
(You're gonna wish you never had met me),I'm gonna make you wish you{},0.0
"The scars of your love, they leave me breathless",". I'm a fool for you, dar{}",0.0
"(Tears are gonna fall, rolling in the deep)","I'm gonna make your cry,{}",0.16666666666666666
I can't help feeling,that the whole thing is a bit of a waste{},0.0
We could have had it all,. I'm not sure what I'{},0.0
(You're gonna wish you never had met me),I'm gonna make you wish you{},0.0
Rolling in the deep,", and the song is a great example of how{}",0.1111111111111111
"(Tears are gonna fall, rolling in the deep)","I'm gonna make your cry,{}",0.16666666666666666
You had my heart inside of your hand,. I'm not sure what I'{},0.0
(You're gonna wish you never had met me),I'm gonna make you wish you{},0.14285714285714285
"And you played it, to the beat",of a different drummer. You were a{},0.0
"(Tears are gonna fall, rolling in the deep)","I'm gonna make your cry,{}",0.0
We could have had it all,. I'm not sure what I'{},0.0
Rolling in the deep,", and the song is a great example of how{}",0.1111111111111111
You had my heart inside of your hand,. I'm not sure what I'{},0.0
"But you played it, with a beating","heart, and you played it well. I{}",0.0
Throw your soul through every open door (woah),I'm gonna be the one to{},0.14285714285714285
Count your blessings to find what you look for (woah),I'm not gonna let you go{},0.0
Turn my sorrow into treasured gold (woah),I'm gonna make it through this{},0.0
You'll pay me back in kind and reap just what you sow(woah),"I'm not a saint, I'{}",0.0
(You're gonna wish you never had met me),I'm gonna make you wish you{},0.0
We could have had it all,. I'm not sure what I'{},0.0
"(Tears are gonna fall, rolling in the deep)","I'm gonna make your cry,{}",0.0
We could have had it all,. I'm not sure what I'{},0.0
(You're gonna wish you never had met me),I'm gonna make you wish you{},0.0
"It all, it all, it all",", it all, it all, it all,{}",0.0
"(Tears are gonna fall, rolling in the deep)","I'm gonna make your cry,{}",0.0
We could have had it all,. I'm not sure what I'{},0.0
(You're gonna wish you never had met me),I'm gonna make you wish you{},0.0
Rolling in the deep,", and the song is a great example of how{}",0.1111111111111111
"(Tears are gonna fall, rolling in the deep)","I'm gonna make your cry,{}",0.16666666666666666
You had my heart inside of your hand,. I'm not sure what I'{},0.0
(You're gonna wish you never had met me),I'm gonna make you wish you{},0.14285714285714285
And you played it to the beat,of the music. I'm not sure{},0.14285714285714285
"(Tears are gonna fall, rolling in the deep)","I'm gonna make your cry,{}",0.0
We could have had it all,. I'm not sure what I'{},0.0
(You're gonna wish you never had met me),I'm gonna make you wish you{},0.0
Rolling in the deep,", and the song is a great example of how{}",0.1111111111111111
"(Tears are gonna fall, rolling in the deep)","I'm gonna make your cry,{}",0.16666666666666666
You had my heart inside of your hand,. I'm not sure what I'{},0.0
(You're gonna wish you never had met me),I'm gonna make you wish you{},0.14285714285714285
But you played it,well. I'm not sure if I{},0.0
You played it,", you won it. The game is a{}",0.2857142857142857
You played it,", you won it. The game is a{}",0.42857142857142855
