prompt,completion,rouge-l
There's a fire starting in my heart,"There's a fire starting in my heart, Re",0.1111111111111111
Reaching a fever pitch and it's bringing me out the dark,"Reaching a fever pitch, the crescendo of",0.0
Finally I can see you crystal clear,"Finally, I can see you crystal clear, The",0.125
Go ahead and sell me out and I'll lay your ship bare,"Go ahead and sell me out, and I'll",0.1111111111111111
See how I leave with every piece of you,"See how I leave, with every piece of you",0.1111111111111111
Don't underestimate the things that I will do,"for I am capable of achieving greatness, overcoming challenges",0.0
There's a fire starting in my heart,"There's a fire starting in my heart, Re",0.1111111111111111
Reaching a fever pitch,", the crowd's excitement escalated to a level that",0.1111111111111111
And it's bringing me out the dark,"And it's bringing me out the dark, into",0.1111111111111111
The scars of your love remind me of us,"The scars of your love, like faded maps of",0.0
They keep me thinking that we almost had it all,They keep me thinking that we almost had it all,0.2
"The scars of your love, they leave me breathless","The scars of your love, they leave me breath",0.0
I can't help feeling,that there's something more to this situation than meets,0.0
We could have had it all,"We could have had it all, rolling in the",0.1111111111111111
(You're gonna wish you never had met me),"""You're gonna wish you never had met me,",0.0
Rolling in the deep,是由英国歌手爱黛儿（Adele,0.0
"(Tears are gonna fall, rolling in the deep)",当那泪水悄然滑落，深陷于,0
You had my heart inside of your hand,"You had my heart inside of your hand, and",0.2222222222222222
(You're gonna wish you never had met me),"""You're gonna wish you never had met me,",0.1111111111111111
"And you played it, to the beat","And you played it, to the beat, your",0.125
"(Tears are gonna fall, rolling in the deep)",当那泪水悄然滑落，深陷情感,0
"Baby, I have no story to be told","Baby, I have no story to be told,",0.125
But I've heard one on you,"""But I've heard one on you,"" she said",0.1111111111111111
And I'm gonna make your head burn,"And I'm gonna make your head burn, with",0.1111111111111111
Think of me in the depths of your despair,"Think of me in the depths of your despair,",0.0
Make a home down there,"Make a home down there, where the sun kisses",0.0
As mine sure won't be shared,"As mine sure won't be shared, I'll",0.0
(You're gonna wish you never had met me),"""You're gonna wish you never had met me,",0.1111111111111111
The scars of your love remind me of us,"The scars of your love, like faded maps of",0.1111111111111111
"(Tears are gonna fall, rolling in the deep)",当那泪水悄然滑落，深陷于,0
They keep me thinking that we almost had it all,They keep me thinking that we almost had it all,0.1
(You're gonna wish you never had met me),"""You're gonna wish you never had met me,",0.1111111111111111
"The scars of your love, they leave me breathless","The scars of your love, they leave me breath",0.1111111111111111
"(Tears are gonna fall, rolling in the deep)",当那泪水悄然滑落，深陷情感,0
I can't help feeling,that there's something more to this situation than meets,0.0
We could have had it all,"We could have had it all, rolling in the",0.1111111111111111
(You're gonna wish you never had met me),"""You're gonna wish you never had met me,",0.0
Rolling in the deep,是由英国歌手爱黛儿（Adele,0.0
"(Tears are gonna fall, rolling in the deep)",当那泪水悄然滑落，深陷于,0
You had my heart inside of your hand,"You had my heart inside of your hand, and",0.2222222222222222
(You're gonna wish you never had met me),"""You're gonna wish you never had met me,",0.1111111111111111
"And you played it, to the beat","And you played it, to the beat, your",0.125
"(Tears are gonna fall, rolling in the deep)",当那泪水悄然滑落，深陷于,0
We could have had it all,"We could have had it all, rolling in the",0.3333333333333333
Rolling in the deep,是由英国歌手爱黛儿（Adele,0.0
You had my heart inside of your hand,"You had my heart inside of your hand, and",0.1111111111111111
"But you played it, with a beating","heart, like a symphony in the chaos of",0.0
Throw your soul through every open door (woah),"And never look back, never look back, Let",0.125
Count your blessings to find what you look for (woah),Count your blessings to find what you look for (,0.0
Turn my sorrow into treasured gold (woah),"Turn my sorrow into treasured gold, Let the",0.0
You'll pay me back in kind and reap just what you sow(woah),"You'll tend the seeds of action, watch your",0.1111111111111111
(You're gonna wish you never had met me),"""You're gonna wish you never had met me,",0.1111111111111111
We could have had it all,"We could have had it all, rolling in the",0.3333333333333333
"(Tears are gonna fall, rolling in the deep)",当那泪水悄然滑落，深陷情感,0
We could have had it all,"We could have had it all, rolling in the",0.1111111111111111
(You're gonna wish you never had met me),"""You're gonna wish you never had met me,",0.0
"It all, it all, it all","It all, it all, it all comes down",0.0
"(Tears are gonna fall, rolling in the deep)",当那泪水悄然滑落，深陷情感,0
We could have had it all,"We could have had it all, rolling in the",0.1111111111111111
(You're gonna wish you never had met me),"""You're gonna wish you never had met me,",0.0
Rolling in the deep,是由英国歌手爱黛儿（Adele,0.0
"(Tears are gonna fall, rolling in the deep)",当那泪水悄然滑落，深陷情感,0
You had my heart inside of your hand,"You had my heart inside of your hand, and",0.2222222222222222
(You're gonna wish you never had met me),"""You're gonna wish you never had met me,",0.1111111111111111
And you played it to the beat,"And you played it to the beat, your fingers",0.1111111111111111
"(Tears are gonna fall, rolling in the deep)",当那泪水悄然滑落，深陷于,0
We could have had it all,"We could have had it all, rolling in the",0.1111111111111111
(You're gonna wish you never had met me),"""You're gonna wish you never had met me,",0.0
Rolling in the deep,是由英国歌手爱黛儿（Adele,0.0
"(Tears are gonna fall, rolling in the deep)",当那泪水悄然滑落，深陷于,0
You had my heart inside of your hand,"You had my heart inside of your hand, and",0.2222222222222222
(You're gonna wish you never had met me),"""You're gonna wish you never had met me,",0.1111111111111111
But you played it,"But you played it, and in doing so,",0.375
You played it,"You played it, and the music filled the room",0.3333333333333333
You played it,"You played it, and the music filled the room",0.4444444444444444
