prompt,completion,rouge-l
The club isn't the best place to find a lover,So the bar is where I go Me and my{},0.7
So the bar is where I go,to get my fix. I’m not{},0.14285714285714285
Me and my friends at the table doing shots,of tequila. I'm not{},0.0
Drinking faster and then we talk slow,. And we know that we're g{},0.14285714285714285
You come over and start up a conversation with just me,. You ask me if I want to go out{},0.2222222222222222
And trust me I'll give it a chance now,that I know it's not a remake{},0.0
"Take my hand, stop, Put Van The Man on the jukebox",. I'm not sure if I'{},0.3333333333333333
"And then we start to dance, and now I'm singing like",", ""I'm a little bit country,{}",0.16666666666666666
"Girl, you know I want your love",", I want your love, I want your love{}",0.25
Your love was handmade for somebody like me,. I'm gonna love you like{},0.0
"Come on now, follow my lead",. I'm going to show you how{},0.14285714285714285
"I may be crazy, don't mind me, say","what you will, but I'm not going{}",0.125
"Boy, let's not talk too much",about that. I'm not sure if{},0.14285714285714285
Grab on my waist and put that body on me,"I'm a big girl, I can{}",0.0
"Come on now, follow my lead",. I'm going to show you how{},0.0
"Come—come on now, follow my lead",. The two of them walked out of the{},0.25
I'm in love with the shape of you,. We push and pull like a magnet do{},1.0
We push and pull like a magnet do,. I’m not sure if I’{},0.0
Although my heart is falling too,. I’m not sure what to do{},0.2857142857142857
I'm in love with your body,I'm in love with your body {},0.14285714285714285
And last night you were in my room,. I know you were. I saw you.{},0.14285714285714285
And now my bedsheets smell like you,. I’m not sure if I’{},0.0
Every day discovering something brand new,. I’m not sure if I’{},0.3333333333333333
I'm in love with your body,I'm in love with your body {},0.14285714285714285
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},1.0
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},0.2
I'm in love with your body,I'm in love with your body {},0.14285714285714285
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},1.0
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},0.2
I'm in love with your body,I'm in love with your body {},0.14285714285714285
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},1.0
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},0.2
I'm in love with your body,I'm in love with your body {},0.0
Every day discovering something brand new,. I’m not sure if I’{},0.3333333333333333
I'm in love with the shape of you,. We push and pull like a magnet do{},0.125
One week in we let the story begin,to unfold. The first week of the course{},0.125
We're going out on our first date,". I'm a young, horny{}",0.0
But you and me are thrifty so go all you can eat,. I’m not sure if I’{},0.16666666666666666
Fill up your bag and I fill up a plate,. I’m not sure if I’{},0.0
We talk for hours and hours about the sweet and the sour,of our lives. We talk about our dreams{},0.0
And how your family is doin' okay,? I'm doin' okay.{},0.0
"And leave and get in a taxi, we kiss in the backseat","Tell the driver make the radio play, and I{}",1.0
"Tell the driver make the radio play, and I'm singing like","I'm in love with you, I{}",0.2857142857142857
"Girl, you know I want your love",", I want your love, I want your love{}",0.25
Your love was handmade for somebody like me,. I'm gonna love you like{},0.0
"Come on now, follow my lead",. I'm going to show you how{},0.14285714285714285
"I may be crazy, don't mind me, say","what you will, but I'm not going{}",0.125
"Boy, let's not talk too much",about that. I'm not sure if{},0.14285714285714285
Grab on my waist and put that body on me,"I'm a big girl, I can{}",0.0
"Come on now, follow my lead",. I'm going to show you how{},0.0
"Come—come on now, follow my lead",. The two of them walked out of the{},0.25
I'm in love with the shape of you,. We push and pull like a magnet do{},1.0
We push and pull like a magnet do,. I’m not sure if I’{},0.0
Although my heart is falling too,. I’m not sure what to do{},0.2857142857142857
I'm in love with your body,I'm in love with your body {},0.14285714285714285
And last night you were in my room,. I know you were. I saw you.{},0.14285714285714285
And now my bedsheets smell like you,. I’m not sure if I’{},0.0
Every day discovering something brand new,. I’m not sure if I’{},0.3333333333333333
I'm in love with your body,I'm in love with your body {},0.14285714285714285
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},1.0
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},0.2
I'm in love with your body,I'm in love with your body {},0.14285714285714285
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},1.0
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},0.2
I'm in love with your body,I'm in love with your body {},0.14285714285714285
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},1.0
