prompt,completion,rouge-l
The club isn't the best place to find a lover,", but it's the best place to find{}",0.125
So the bar is where I go,to get away from the world. I’{},0.14285714285714285
Me and my friends at the table doing shots,of tequila. I was a little{},0.0
Drinking faster and then we talk slow,. I'm not a big fan of{},0.14285714285714285
You come over and start up a conversation with just me,". You ask me about my day, and you{}",0.125
And trust me I'll give it a chance now,. I'm not sure if I'{},0.0
"Take my hand, stop, Put Van The Man on the jukebox",", and I'll be your man. {}",0.3333333333333333
"And then we start to dance, and now I'm singing like",a bird. I'm singing like a{},0.14285714285714285
"Girl, you know I want your love",", I want your love, I want your love{}",0.25
Your love was handmade for somebody like me,. I’m not the only one who{},0.0
"Come on now, follow my lead",. I'm not sure if I'{},0.16666666666666666
"I may be crazy, don't mind me, say","what you will, but I'm not going{}",0.125
"Boy, let's not talk too much",about the past. Let's talk about the{},0.0
Grab on my waist and put that body on me,. I’m not a fan of the{},0.0
"Come on now, follow my lead",. I'm not sure if I'{},0.0
"Come—come on now, follow my lead",. I'm not sure what I'{},0.3333333333333333
I'm in love with the shape of you,. I'm in love with your body{},0.0
We push and pull like a magnet do,. I’m not sure if I’{},0.0
Although my heart is falling too,. I’m not sure if I’{},0.3333333333333333
I'm in love with your body,. I'm in love with your body{},0.14285714285714285
And last night you were in my room,. I don't know how you got in{},0.125
And now my bedsheets smell like you,. I’m not sure if I’{},0.0
Every day discovering something brand new,. I’m a big fan of the{},0.2857142857142857
I'm in love with your body,. I'm in love with your body{},0.14285714285714285
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},1.0
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},0.2
I'm in love with your body,. I'm in love with your body{},0.14285714285714285
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},1.0
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},0.2
I'm in love with your body,. I'm in love with your body{},0.14285714285714285
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},1.0
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},0.2
I'm in love with your body,. I'm in love with your body{},0.0
Every day discovering something brand new,. I’m a big fan of the{},0.42857142857142855
I'm in love with the shape of you,. I'm in love with your body{},0.14285714285714285
One week in we let the story begin,to unfold. The story is about a young{},0.0
We're going out on our first date,", and I'm looking forward to it.{}",0.14285714285714285
But you and me are thrifty so go all you can eat,. I’m not sure if I’{},0.16666666666666666
Fill up your bag and I fill up a plate,. I’m not sure if I’{},0.0
We talk for hours and hours about the sweet and the sour,", the good and the bad, the ups and{}",0.125
And how your family is doin' okay,. I'm sorry I didn't{},0.0
