prompt,completion,rouge-l
The club isn't the best place to find a lover,", but it's a great place to find{}",0.0
So the bar is where I go,to get away from the world. I’m{},0.125
Me and my friends at the table doing shots,of tequila and singing karaoke.{},0.2
Drinking faster and then we talk slow,. I'm not sure if I'{},0.0
You come over and start up a conversation with just me,. I'm not sure if you're{},0.14285714285714285
And trust me I'll give it a chance now,that I've read your review. I{},0.0
"Take my hand, stop, Put Van The Man on the jukebox",", And we'll dance to the music.{}",0.42857142857142855
"And then we start to dance, and now I'm singing like",a bird. I'm singing like a{},0.14285714285714285
"Girl, you know I want your love",I'm gonna give you all my{},0.0
Your love was handmade for somebody like me,. I’m not sure what I’{},0.0
"Come on now, follow my lead",. I'm gonna show you how{},0.16666666666666666
"I may be crazy, don't mind me, say",it again. I'm not crazy{},0.16666666666666666
"Boy, let's not talk too much",about the past. I'm not sure{},0.0
Grab on my waist and put that body on me,. I'm not sure if I'{},0.0
"Come on now, follow my lead",. I'm gonna show you how{},0.0
"Come—come on now, follow my lead",. I'm going to show you how to{},0.375
I'm in love with the shape of you,", I'm in love with your soul.{}",0.0
We push and pull like a magnet do,. I’m not sure if I’{},0.0
Although my heart is falling too,"fast for me to be able to think straight,{}",0.0
I'm in love with your body,. I'm in love with your body{},0.14285714285714285
And last night you were in my room,", and I was in yours. I was in{}",0.125
And now my bedsheets smell like you,. I’m not sure what I’{},0.0
Every day discovering something brand new,and exciting. I’m a big{},0.3333333333333333
I'm in love with your body,. I'm in love with your body{},0.14285714285714285
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},1.0
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},0.2
I'm in love with your body,. I'm in love with your body{},0.14285714285714285
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},1.0
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},0.2
I'm in love with your body,. I'm in love with your body{},0.14285714285714285
