prompt,completion,rouge-l
The club isn't the best place to find a lover,", but it's a great place to find someone{}",0.0
So the bar is where I go,to get away from the world. I go to{},0.1111111111111111
Me and my friends at the table doing shots,of tequila and laughing. I was having a{},0.125
Drinking faster and then we talk slow,"I'm a little bit drunk, I'm{}",0.125
You come over and start up a conversation with just me,", and I’m like, ‘Oh, my{}",0.3333333333333333
And trust me I'll give it a chance now,"that I know it's not a ""bad""{}",0.0
"Take my hand, stop, Put Van The Man on the jukebox",", I'm a dancing fool, I can't{}",0.25
"And then we start to dance, and now I'm singing like","a bird, and I'm dancing like a bird{}",0.1111111111111111
"Girl, you know I want your love","Girl, you know I want your love {}",0.2857142857142857
Your love was handmade for somebody like me,I'm not the one for you I{},0.0
"Come on now, follow my lead",. I’ll show you how to do it.” {},0.125
"I may be crazy, don't mind me, say","what you will, but I'm not the only{}",0.1111111111111111
"Boy, let's not talk too much",about that. I'm not sure I want to{},0.1111111111111111
Grab on my waist and put that body on me,", baby I'ma show you how to{}",0.0
"Come on now, follow my lead",. I’ll show you how to do it.” {},0.0
"Come—come on now, follow my lead",. I’ll show you how to do it.{},0.25
I'm in love with the shape of you,We push and pull like a magnet do {},1.0
We push and pull like a magnet do,We push and pull like a magnet do {},0.0
Although my heart is falling too,I'm not the one to blame I{},0.25
I'm in love with your body,And I'm in love with your soul {},0.25
And last night you were in my room,And you were so sweet and so warm {},0.25
And now my bedsheets smell like you,And now my bedsheets smell like you {},0.0
Every day discovering something brand new,", something that I never knew before. I’m{}",0.25
I'm in love with your body,And I'm in love with your soul {},0.125
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},1.0
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},0.2
I'm in love with your body,And I'm in love with your soul {},0.125
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},1.0
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},0.2
I'm in love with your body,And I'm in love with your soul {},0.125
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},1.0
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},0.2
I'm in love with your body,And I'm in love with your soul {},0.0
Every day discovering something brand new,", something that I never knew before. I’m{}",0.25
I'm in love with the shape of you,We push and pull like a magnet do {},0.125
One week in we let the story begin,to unfold. We had a few ideas of what{},0.1111111111111111
We're going out on our first date,. I'm a little nervous. I'm not{},0.0
But you and me are thrifty so go all you can eat,at the buffet. I'll have the buffet and{},0.1111111111111111
Fill up your bag and I fill up a plate,I'm gonna take you to the place where{},0.1111111111111111
We talk for hours and hours about the sweet and the sour,", the bitter and the salty, the hot and{}",0.125
And how your family is doin' okay,"? I'm doin' okay, I'm{}",0.0
"And leave and get in a taxi, we kiss in the backseat",And I don't wanna be alone tonight {},0.25
"Tell the driver make the radio play, and I'm singing like","a bird I'm singing like a bird,{}",0.125
"Girl, you know I want your love","Girl, you know I want your love {}",0.2857142857142857
Your love was handmade for somebody like me,I'm not the one for you I{},0.0
"Come on now, follow my lead",. I’ll show you how to do it.” {},0.125
"I may be crazy, don't mind me, say","what you will, but I'm not the only{}",0.1111111111111111
"Boy, let's not talk too much",about that. I'm not sure I want to{},0.1111111111111111
Grab on my waist and put that body on me,", baby I'ma show you how to{}",0.0
"Come on now, follow my lead",. I’ll show you how to do it.” {},0.0
"Come—come on now, follow my lead",. I’ll show you how to do it.{},0.25
I'm in love with the shape of you,We push and pull like a magnet do {},1.0
We push and pull like a magnet do,We push and pull like a magnet do {},0.0
Although my heart is falling too,I'm not the one to blame I{},0.25
I'm in love with your body,And I'm in love with your soul {},0.25
And last night you were in my room,And you were so sweet and so warm {},0.25
And now my bedsheets smell like you,And now my bedsheets smell like you {},0.0
Every day discovering something brand new,", something that I never knew before. I’m{}",0.25
I'm in love with your body,And I'm in love with your soul {},0.125
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},1.0
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},0.2
I'm in love with your body,And I'm in love with your soul {},0.125
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},1.0
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},0.2
I'm in love with your body,And I'm in love with your soul {},0.125
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},1.0
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},0.0
Every day discovering something brand new,", something that I never knew before. I’m{}",0.25
I'm in love with the shape of you,We push and pull like a magnet do {},0.0
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.7142857142857143
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.7142857142857143
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.7142857142857143
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.7142857142857143
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.7142857142857143
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.7142857142857143
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.7142857142857143
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.0
I'm in love with the shape of you,We push and pull like a magnet do {},0.875
We push and pull like a magnet too,. We are attracted to each other. We are{},0.0
Although my heart is falling too,I'm not the one to blame I{},0.25
I'm in love with your body,And I'm in love with your soul {},0.25
And last night you were in my room,And you were so sweet and so warm {},0.25
And now my bedsheets smell like you,And now my bedsheets smell like you {},0.0
Every day discovering something brand new,", something that I never knew before. I’m{}",0.25
I'm in love with your body,And I'm in love with your soul {},0.0
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.7142857142857143
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.0
I'm in love with your body,And I'm in love with your soul {},0.0
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.7142857142857143
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.0
I'm in love with your body,And I'm in love with your soul {},0.0
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.7142857142857143
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.0
I'm in love with your body,And I'm in love with your soul {},0.0
Every day discovering something brand new,", something that I never knew before. I’m{}",0.25
