prompt,completion,rouge-l
The club isn't the best place to find a lover,so the bar is where I go Me and{},0.7777777777777778
So the bar is where I go,to get away from the bar. I’{},0.14285714285714285
Me and my friends at the table doing shots,of tequila. Me and my friends{},0.16666666666666666
Drinking faster and then we talk slow,I'm just trying to make the best{},0.125
You come over and start up a conversation with just me,And trust me I'll give it a{},1.0
And trust me I'll give it a chance now,that I've seen the first episode. {},0.14285714285714285
"Take my hand, stop, Put Van The Man on the jukebox",", And baby, slow dance with me.""{}",0.3333333333333333
"And then we start to dance, and now I'm singing like",a bird. And then we start to dance{},0.0
"Girl, you know I want your love",", your love Your love was handmade for somebody{}",0.75
Your love was handmade for somebody like me,".” “I’m a mess,{}",0.0
"Come on now, follow my lead",.” “I’m not going to{},0.2
"I may be crazy, don't mind me, say","I'm crazy, don't mind me{}",0.0
"Boy, let's not talk too much",about the past. I'm not going{},0.0
Grab on my waist and put that body on me,"I don't know what you got,{}",0.0
"Come on now, follow my lead",.” “I’m not going to{},0.0
"Come—come on now, follow my lead",.” “I’m not going to{},0.4
I'm in love with the shape of you,""". The song is a catchy, upbeat{}",0.16666666666666666
We push and pull like a magnet do,We're like a magnet We'{},0.0
Although my heart is falling too,. I'm not the only one.{},0.3333333333333333
I'm in love with your body,","" he said. ""I'm in{}",0.2
And last night you were in my room,", And you were with me in my dreams{}",0.25
And now my bedsheets smell like you,. I'm not sure if I'{},0.0
Every day discovering something brand new,. I’m a big fan of the{},0.2857142857142857
I'm in love with your body,","" he said. ""I'm in{}",0.2
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},1.0
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},0.2
I'm in love with your body,","" he said. ""I'm in{}",0.2
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},1.0
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},0.2
I'm in love with your body,","" he said. ""I'm in{}",0.2
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},1.0
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},0.2
I'm in love with your body,","" he said. ""I'm in{}",0.0
Every day discovering something brand new,. I’m a big fan of the{},0.42857142857142855
I'm in love with the shape of you,""". The song is a catchy, upbeat{}",0.16666666666666666
One week in we let the story begin,In the middle of the night In the{},0.0
We're going out on our first date,"."" ""Oh,"" said the man{}",0.0
But you and me are thrifty so go all you can eat,. We'll go to the movies and{},0.14285714285714285
Fill up your bag and I fill up a plate,. I'm not sure what I'{},0.0
We talk for hours and hours about the sweet and the sour,", the bitter and the salty, the umami{}",0.14285714285714285
And how your family is doin' okay,? I'm sure you're do{},0.0
"And leave and get in a taxi, we kiss in the backseat",", on the way to the hotel. I{}",0.42857142857142855
"Tell the driver make the radio play, and I'm singing like","I'm driving down the road, I{}",0.14285714285714285
"Girl, you know I want your love",", your love Your love was handmade for somebody{}",0.75
Your love was handmade for somebody like me,".” “I’m a mess,{}",0.0
"Come on now, follow my lead",.” “I’m not sure I{},0.2
"I may be crazy, don't mind me, say","I'm crazy, don't mind me{}",0.0
"Boy, let's not talk too much",about the past. I'm not going{},0.0
Grab on my waist and put that body on me,"I don't know what you got,{}",0.0
"Come on now, follow my lead",.” “I’m not sure I{},0.0
"Come—come on now, follow my lead",.” “I’m not going to{},0.4
I'm in love with the shape of you,""". The song is a catchy, upbeat{}",0.16666666666666666
We push and pull like a magnet do,We're just a couple of kids in{},0.0
Although my heart is falling too,. I'm not the only one.{},0.3333333333333333
I'm in love with your body,","" he said. ""I'm in{}",0.2
And last night you were in my room,", And you were with me in my dreams{}",0.25
And now my bedsheets smell like you,. I'm not sure if I'{},0.0
Every day discovering something brand new,. I’m a big fan of the{},0.2857142857142857
I'm in love with your body,","" he said. ""I'm in{}",0.2
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},1.0
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},0.2
I'm in love with your body,","" he said. ""I'm in{}",0.2
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},1.0
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},0.2
I'm in love with your body,","" he said. ""I'm in{}",0.2
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},1.0
Oh—i—oh—i—oh—i—oh—i,—oh—i—oh—i—oh{},0.0
Every day discovering something brand new,. I’m a big fan of the{},0.42857142857142855
I'm in love with the shape of you,""". The song is a catchy, upbeat{}",0.0
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.7142857142857143
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.7142857142857143
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.7142857142857143
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.7142857142857143
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.7142857142857143
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.7142857142857143
"Come on, be my baby, come on",", be my baby, come on, be my{}",0.7142857142857143
