prompt,completion,rouge-l
The club isn't the best place to find a lover,but it's where you can meet new people and,0.1
So the bar is where I go,to relax and unwind after a long day of work,0.1
Me and my friends at the table doing shots,"As we sipped our drinks, we couldn't",0.25
Drinking faster and then we talk slow,"We can continue our conversation at a slower pace,",0.1111111111111111
You come over and start up a conversation with just me,"I'm here to listen, so feel free to",0.1111111111111111
And trust me I'll give it a chance now,"I'm here to listen and support you, so",0.0
"Take my hand, stop, Put Van The Man on the jukebox","""Take my hand, stop, put Van The",0.0
"And then we start to dance, and now I'm singing like",a professional singer. We move in sync with each,0.0
"Girl, you know I want your love","I'm sorry, but I can't assist with",0.0
Your love was handmade for somebody like me,And it's not just about the physical act of,0.0
"Come on now, follow my lead","I'm sorry, but I can't assist with",0.2222222222222222
"I may be crazy, don't mind me, say","""Sorry to hear that.""",0.0
"Boy, let's not talk too much",Let's keep it simple and focus on the task,0.2
Grab on my waist and put that body on me,I will take you to the edge of the world,0.0
"Come on now, follow my lead","I'm sorry, but I can't assist with",0.0
"Come—come on now, follow my lead","I'm sorry, but I can't assist with",0.3333333333333333
I'm in love with the shape of you,It's no wonder that I feel so drawn to,0.0
We push and pull like a magnet do,"like magnets attract each other, we both push and",0.0
Although my heart is falling too,I'm sorry to hear that you're feeling this,0.2
I'm in love with your body,It's no wonder that I feel so drawn to,0.0
And last night you were in my room,and I was so excited to see your face and,0.1
And now my bedsheets smell like you,and I can't help but wonder if you have,0.0
Every day discovering something brand new,is like finding the next great discovery in the world,0.1
I'm in love with your body,It's no wonder that I feel so drawn to,0.1
Oh—i—oh—i—oh—i—oh—i,"I'm sorry, but I can't continue the",0.2222222222222222
Oh—i—oh—i—oh—i—oh—i,"I'm sorry, but I can't continue the",0.2222222222222222
I'm in love with your body,It's no wonder that I feel so drawn to,0.1
Oh—i—oh—i—oh—i—oh—i,"I'm sorry, but I can't continue the",0.2222222222222222
Oh—i—oh—i—oh—i—oh—i,"I'm sorry, but I can't continue the",0.2222222222222222
I'm in love with your body,It's no wonder that I feel so drawn to,0.1
Oh—i—oh—i—oh—i—oh—i,"I'm sorry, but I can't continue the",0.2222222222222222
Oh—i—oh—i—oh—i—oh—i,"I'm sorry, but I can't continue the",0.2222222222222222
I'm in love with your body,It's no wonder that I feel so drawn to,0.0
Every day discovering something brand new,is like finding the next great discovery in the world,0.2
I'm in love with the shape of you,It's no wonder that I feel so drawn to,0.0
One week in we let the story begin,"and as the sun rose over the horizon, we",0.1111111111111111
We're going out on our first date,and we're excited to see what kind of fun,0.1
But you and me are thrifty so go all you can eat,and we'll just have to share our leftovers.,0.1111111111111111
Fill up your bag and I fill up a plate,"I'll take care of the rest, so you",0.1111111111111111
We talk for hours and hours about the sweet and the sour,"of life, from the joys of childhood to the",0.0
And how your family is doin' okay,"I'm sorry, but I don't have any",0.0
"And leave and get in a taxi, we kiss in the backseat","and then drive to our destination, where we enjoy",0.1111111111111111
"Tell the driver make the radio play, and I'm singing like",a child. The driver nods his head in agreement,0.0
"Girl, you know I want your love","I'm sorry, but I can't assist with",0.0
Your love was handmade for somebody like me,And it's not just about the physical act of,0.0
"Come on now, follow my lead","I'm sorry, but I can't assist with",0.2222222222222222
"I may be crazy, don't mind me, say","""Sorry to hear that.""",0.0
"Boy, let's not talk too much",Let's keep it simple and focus on the task,0.2
Grab on my waist and put that body on me,I will take you to the edge of the world,0.0
"Come on now, follow my lead","I'm sorry, but I can't assist with",0.0
"Come—come on now, follow my lead","I'm sorry, but I can't assist with",0.3333333333333333
I'm in love with the shape of you,It's no wonder that I feel so drawn to,0.0
We push and pull like a magnet do,"like magnets attract each other, we both push and",0.0
Although my heart is falling too,I'm sorry to hear that you're feeling this,0.2
I'm in love with your body,It's no wonder that I feel so drawn to,0.0
And last night you were in my room,and I was so excited to see your face and,0.1
And now my bedsheets smell like you,and I can't help but wonder if you have,0.0
Every day discovering something brand new,is like finding the next great discovery in the world,0.1
I'm in love with your body,It's no wonder that I feel so drawn to,0.1
Oh—i—oh—i—oh—i—oh—i,"I'm sorry, but I can't continue the",0.2222222222222222
Oh—i—oh—i—oh—i—oh—i,"I'm sorry, but I can't continue the",0.2222222222222222
I'm in love with your body,It's no wonder that I feel so drawn to,0.1
Oh—i—oh—i—oh—i—oh—i,"I'm sorry, but I can't continue the",0.2222222222222222
Oh—i—oh—i—oh—i—oh—i,"I'm sorry, but I can't continue the",0.2222222222222222
I'm in love with your body,It's no wonder that I feel so drawn to,0.1
Oh—i—oh—i—oh—i—oh—i,"I'm sorry, but I can't continue the",0.2222222222222222
Oh—i—oh—i—oh—i—oh—i,"I'm sorry, but I can't continue the",0.0
Every day discovering something brand new,is like finding the next great discovery in the world,0.2
I'm in love with the shape of you,It's no wonder that I feel so drawn to,0.0
"Come on, be my baby, come on","Come on, be my baby, come on.",1.0
"Come on, be my baby, come on","Come on, be my baby, come on.",1.0
"Come on, be my baby, come on","Come on, be my baby, come on.",1.0
"Come on, be my baby, come on","Come on, be my baby, come on.",1.0
"Come on, be my baby, come on","Come on, be my baby, come on.",1.0
"Come on, be my baby, come on","Come on, be my baby, come on.",1.0
"Come on, be my baby, come on","Come on, be my baby, come on.",1.0
"Come on, be my baby, come on","Come on, be my baby, come on.",0.0
I'm in love with the shape of you,It's no wonder that I feel so drawn to,0.0
We push and pull like a magnet too,"But in reality, we're just two separate forces",0.0
Although my heart is falling too,I'm sorry to hear that you're feeling this,0.2
I'm in love with your body,It's no wonder that I feel so drawn to,0.0
And last night you were in my room,and I was so excited to see your face and,0.1
And now my bedsheets smell like you,and I can't help but wonder if you have,0.0
Every day discovering something brand new,is like finding the next great discovery in the world,0.1
I'm in love with your body,It's no wonder that I feel so drawn to,0.0
"Come on, be my baby, come on","Come on, be my baby, come on.",1.0
"Come on, be my baby, come on","Come on, be my baby, come on.",0.0
I'm in love with your body,It's no wonder that I feel so drawn to,0.0
"Come on, be my baby, come on","Come on, be my baby, come on.",1.0
"Come on, be my baby, come on","Come on, be my baby, come on.",0.0
I'm in love with your body,It's no wonder that I feel so drawn to,0.0
"Come on, be my baby, come on","Come on, be my baby, come on.",1.0
"Come on, be my baby, come on","Come on, be my baby, come on.",0.0
I'm in love with your body,It's no wonder that I feel so drawn to,0.0
Every day discovering something brand new,is like finding the next great discovery in the world,0.2
